posx,posy,posz,tag,userID,imageID,groupID,r,theta,phi,coord.x,coord.y,tag_classID,tag_class,location_num,tags_no_numbers,tags_proper
-0.6258659,0.3665872,1.472241,bridge,1,1,21,1.641215361,1.345532787,-1.972761021,1523.91952,1754.302006,4,bridge,7,bridge,Bridge
0.6369294,0.419347,1.449633,tree,1,1,21,1.637976435,1.311898484,-1.156814991,2587.747745,1710.449693,43,tree4,5,tree,Tree
-1.008902,0.06079544,1.285057,ship,1,1,21,1.634916152,1.533602089,-2.236387445,1180.204101,1999.506254,6,barge,6,barge,Barge
-0.6343023,-0.02226932,1.516398,Boat,2,1,21,1.643866851,1.584343653,-1.966974436,1531.464054,2065.662968,5,boat,5,boat,Boat
-1.013065,0.02413473,1.285779,container,2,1,21,1.6371044,1.556053465,-2.238115418,1177.951175,2028.778296,6,barge,6,barge,Barge
-0.6276942,0.3495668,1.476897,bridge,2,1,21,1.642382935,1.356314427,-1.972674415,1524.032436,1768.35908,4,bridge,7,bridge,Bridge
0.6732857,0.3872717,1.440218,tree,2,1,21,1.636313201,1.331855855,-1.133494318,2618.153175,1736.470059,43,tree4,5,tree,Tree
0.005670602,0.4699075,1.56825,lamp,2,1,21,1.637147909,1.279673352,-1.567180464,2052.714353,1668.434653,40,lamp_post,10,lamp post,Lamp Post
-1.409052,0.7455205,-0.3614823,Billboard,3,1,21,1.63459408,1.097200727,2.890465501,7864.581098,1430.527339,30,billboard2,10,billboard,Billboard
1.601346,0.2045384,0.2424352,tree,3,1,21,1.632458206,1.445171436,-0.150253618,3900.099739,1884.210608,33,tree2,5,tree,Tree
0.3513443,0.2361391,-1.582022,Snow,1,1,22,1.637680708,1.426100773,1.352257581,5859.069774,1859.346329,21,snow,5,snow,Snow
-1.390324,0.2332119,-0.829819,Construction,2,1,22,1.635844793,1.42774535,2.603490364,7490.423691,1861.490524,29,trash,6,trash,Trash
-0.4997914,0.413209,1.497943,bridge,2,1,22,1.632288685,1.314864483,-1.892833487,1628.128822,1714.316755,4,bridge,7,bridge,Bridge
-0.6719373,-0.02329931,1.49616,Canoe,3,1,22,1.640285749,1.585001226,-1.992908148,1497.65175,2066.520309,5,boat,5,boat,Boat
-1.083161,0.02704257,1.227922,barge,3,1,22,1.637608467,1.554282123,-2.293638484,1105.560351,2026.468826,6,barge,6,barge,Barge
-1.410177,0.727021,-0.3899535,billboard,3,1,22,1.633775516,1.109628289,2.87180638,7840.253386,1446.73036,30,billboard2,10,billboard,Billboard
-0.5378062,0.4553827,-1.471991,sun,3,1,22,1.631982358,1.288005682,1.921088564,6600.710071,1679.298322,26,sun,4,sun,Sun
0.6806987,1.245062,0.8144987,Lowes,1,1,23,1.636135152,0.705977898,-0.874646952,2955.637671,920.4520725,1,billboard,10,billboard,Billboard
-1.569451,0.2586802,-0.3844892,Crane,2,1,23,1.636436321,1.412055163,2.901341186,7878.760787,1841.033701,27,crane2,6,crane,Crane
-1.360145,0.1855292,-0.8946932,Evaluate,3,1,23,1.638563831,1.457326272,2.559758882,7433.406703,1900.05805,29,trash,6,trash,Trash
-0.6968784,-0.006163042,1.484882,Boat,1,1,24,1.640290231,1.574553623,-2.009596559,1475.893445,2052.898753,5,boat,5,boat,Boat
-1.513942,0.3606292,-0.5003429,crane,1,1,24,1.634752831,1.348365035,2.822403154,7775.841594,1757.994684,27,crane2,6,crane,Crane
-0.06794036,-0.3698565,1.58893,water,1,1,24,1.632822179,1.799293118,-1.613528858,1992.285442,2345.913498,11,water,6,water,Water
1.549117,0.004366748,-0.5331569,Trunk,2,1,24,1.638303643,1.568130915,0.331470087,4528.169802,2044.524844,36,log,4,log,Log
-0.347928,0.3167816,-1.57464,bridge,2,1,24,1.643440174,1.376827119,1.788259431,6427.527807,1795.103472,23,bridge2,7,bridge,Bridge
-1.509274,0.3608767,-0.5148011,dozer,2,1,24,1.634980175,1.348241281,2.812875738,7763.419776,1757.833334,27,crane2,6,crane,Crane
0.6640849,1.236029,0.8477054,billboard,2,1,24,1.639323302,0.716685189,-0.906265104,2914.41401,934.4122099,1,billboard,10,billboard,Billboard
-0.696484,-0.0094792,1.484695,Boat,3,1,24,1.639969225,1.576576467,-2.009427292,1476.114135,2055.536132,5,boat,5,boat,Boat
-0.5413966,0.4358292,1.47777,bridge,3,1,24,1.633052829,1.300642137,-1.921971238,1590.139101,1695.773698,4,bridge,7,bridge,Bridge
-1.498167,0.3948439,-0.5168737,crane,3,1,24,1.633268039,1.326626533,2.809375473,7758.856139,1729.652083,27,crane2,6,crane,Crane
-1.369445,0.1151888,-0.8908961,Landfil,1,1,25,1.637786289,1.500406204,2.564829011,7440.017124,1956.225549,29,trash,6,trash,Trash
-1.358393,0.1498094,0.9053581,vcb,1,1,25,1.639313176,1.479283181,-2.553710966,766.4785531,1928.685409,0,,1,,
1.543577,0.002368792,-0.5515029,litter,1,1,25,1.639143378,1.569351186,0.34315344,4543.402527,2046.115829,36,log,4,log,Log
-0.4817588,0.4067781,1.505649,Bridge,2,1,25,1.632341531,1.318943112,-1.880469822,1644.248535,1719.63446,4,bridge,7,bridge,Bridge
-1.394048,0.2505797,-0.8193963,trash pile,2,1,25,1.636328301,1.417056061,2.610205431,7499.178777,1847.553857,29,trash,6,trash,Trash
0.3190372,-0.5911562,-1.49345,Pollution,3,1,25,1.637572377,1.940131444,1.360335463,5869.601695,2529.538127,0,,1,,
-1.549521,0.3108287,-0.431489,digger,3,1,25,1.638234589,1.379905172,2.870006943,7837.907286,1799.116628,27,crane2,6,crane,Crane
-0.3079821,0.2543556,-1.589375,freeway,3,1,25,1.638799144,1.414957793,1.762199789,6393.551316,1844.818141,23,bridge2,7,bridge,Bridge
-0.5266742,0.5702571,-1.440181,sun,3,1,25,1.636062403,1.214767759,1.921388754,6601.101458,1583.810916,26,sun,4,sun,Sun
-0.6613313,-0.07837079,1.49523,canoer,3,1,25,1.636830419,1.618694242,-1.987223516,1505.063358,2110.449172,5,boat,5,boat,Boat
-1.390556,0.7950361,-0.3341007,billboard,3,1,25,1.636261491,1.063420055,2.905797962,7884.571519,1386.48419,30,billboard2,10,billboard,Billboard
0.2449721,0.5969695,-1.504686,trees,3,1,25,1.637212226,1.197565631,1.409406185,5933.57997,1561.382828,20,tree1,5,tree,Tree
-0.6780121,-0.009594447,1.494555,Boat,1,1,26,1.641184666,1.57664241,-1.996685455,1492.726907,2055.622107,5,boat,5,boat,Boat
0.7286649,1.208216,0.834215,tower,1,1,26,1.63910131,0.741996308,-0.852831409,2984.080717,967.4127782,1,billboard,10,billboard,Billboard
0.06163012,0.7437393,1.453322,light,1,1,26,1.633735368,1.098156222,-1.528415343,2103.256212,1431.773111,37,street_light2,13,street light,Street Light
-1.466046,0.03079634,0.7275569,tyre,1,1,26,1.636941762,1.551981878,-2.680932262,600.6077717,2023.469773,8,tire,5,tire,Tire
-1.392918,0.2509765,-0.8214213,dump,1,1,26,1.636442089,1.41682146,2.608771757,7497.309557,1847.247985,29,trash,6,trash,Trash
-1.570793,0.2826051,-0.3720502,crane,1,1,26,1.638803723,1.397484023,2.909023488,7888.776951,1822.035887,27,crane2,6,crane,Crane
1.023379,0.4189121,-1.203366,door,1,1,26,1.634283224,1.311575256,0.86605246,5225.156854,1710.028269,16,door,5,door,Door
1.589688,0.02167126,-0.3979298,snow,1,1,26,1.638879406,1.557572723,0.245279284,4415.794467,2030.759101,35,snow,5,snow,Snow
1.556798,-0.2592076,0.4134649,water,1,1,26,1.631490673,1.730350208,-0.259593887,3757.542192,2256.025918,11,water,6,water,Water
-1.403066,0.7605312,-0.3543757,Billboard,2,1,26,1.634803977,1.086921703,2.894194409,7869.442838,1417.125575,30,billboard2,10,billboard,Billboard
-0.4301661,0.09695505,-1.57173,construction crane,2,1,26,1.632414882,1.511367719,1.837943829,6492.30619,1970.517142,22,crane,6,crane,Crane
0.07930747,0.3312513,-1.604015,tree,2,1,26,1.639780845,1.367387043,1.52139346,6079.588676,1782.795526,20,tree1,5,tree,Tree
-0.3694551,0.3262047,-1.566056,bridge,2,1,26,1.641778905,1.370775455,1.802474618,6446.06153,1787.213329,23,bridge2,7,bridge,Bridge
1.187938,0.4470342,1.03016,lamp,2,1,26,1.634706669,1.293803364,-0.714385657,3164.585913,1686.857324,34,street_light,13,street light,Street Light
-1.270301,0.2375363,1.00327,Natural gas,3,1,26,1.636043648,1.425091864,-2.473108899,871.5673101,1858.030916,7,silo,5,silo,Silo
-0.7142845,0.3268251,1.437816,mta,3,1,26,1.638393067,1.369970065,-2.031868116,1446.85585,1786.163263,4,bridge,7,bridge,Bridge
-0.6444188,0.02355292,1.511194,fisherman,3,1,26,1.643026973,1.556460758,-1.973877765,1522.463511,2029.309324,5,boat,5,boat,Boat
0.8138745,-1.369503,-0.3529157,robot,3,1,26,1.631710655,2.566800015,0.409152708,4629.452193,3346.586913,12,robot,6,robot,Robot
-1.393303,0.2524197,-0.8204145,trash,3,1,26,1.636486757,1.415933188,2.609429064,7498.166552,1846.089858,29,trash,6,trash,Trash
-1.567624,0.2726112,-0.3857053,industry,3,1,26,1.637232558,1.403509856,2.900340243,7877.45576,1829.892352,27,crane2,6,crane,Crane
0.8104087,0.09620095,1.415016,creasote,3,1,26,1.63348926,1.511869311,-1.050676824,2726.130401,1971.171117,46,pier,5,pier,Pier
-0.6496272,-0.007815165,1.509939,Canoe,1,1,27,1.643773816,1.575550749,-1.977091912,1518.272916,2054.198803,5,boat,5,boat,Boat
0.6640691,1.258046,0.8072792,lowes sign,1,1,27,1.63565498,0.69330355,-0.882425097,2945.496547,903.927292,1,billboard,10,billboard,Billboard
-1.475661,0.2988378,0.6577711,tanks,1,1,27,1.643028374,1.387895972,-2.722281355,546.6969369,1809.535012,7,silo,5,silo,Silo
-1.568145,0.266627,-0.3860393,Crane,2,1,27,1.636824682,1.407174391,2.900216493,7877.294416,1834.670164,27,crane2,6,crane,Crane
0.02092831,0.04016159,1.640435,Boards,3,1,27,1.641060004,1.546320927,-1.558039238,2064.632658,2016.08904,46,pier,5,pier,Pier
0.55912,0.01562883,1.541249,connection,3,1,27,1.639606024,1.561264118,-1.222790088,2501.729593,2035.571932,46,pier,5,pier,Pier
0.8869272,0.001055713,1.383932,boards,3,1,27,1.643748385,1.570154067,-1.000862752,2791.077853,2047.162624,46,pier,5,pier,Pier
0.1793823,0.3005879,1.597735,fence,3,1,27,1.635630834,1.385970933,-1.458991658,2193.770625,1807.025151,42,tree3,5,tree,Tree
0.01632371,0.7893196,1.433436,lamp,3,1,27,1.636468961,1.067482643,-1.559409,2062.846766,1391.780981,37,street_light2,13,street light,Street Light
0.04620079,0.5471739,1.53981,lamppost,3,1,27,1.634793145,1.229503871,-1.540801111,2087.107681,1603.02382,40,lamp_post,10,lamp post,Lamp Post
0.7126851,0.92353,1.145365,support beam,3,1,27,1.634835984,0.970476,-1.014188484,2773.703799,1265.303982,2,beam,5,beam,Beam
0.5776689,1.262054,0.8811356,light,3,1,27,1.644044282,0.695626933,-0.9904973,2804.592301,906.9565128,1,billboard,10,billboard,Billboard
0.7871508,1.153139,0.8597369,light,3,1,27,1.63965956,0.790796175,-0.829444368,3014.572677,1031.037913,1,billboard,10,billboard,Billboard
0.9381133,1.042502,0.8472437,light,3,1,27,1.63850202,0.881164605,-0.734544886,3138.302366,1148.860027,1,billboard,10,billboard,Billboard
1.024266,0.4351891,-1.196963,door,3,1,27,1.634390044,1.301275038,0.862990471,5221.16464,1696.598873,16,door,5,door,Door
1.169494,0.6043093,-0.9737485,brick wall,3,1,27,1.63740407,1.192793025,0.69431937,5001.251715,1555.160318,14,building,9,building,Building
0.3679245,0.07042208,-1.594186,cement,3,1,27,1.637607007,1.527780022,1.343976382,5848.27277,1991.915458,19,cement,7,cement,Cement
0.339587,0.2389375,-1.585356,snow,3,1,27,1.638830103,1.424477185,1.359782688,5868.880988,1857.229498,21,snow,5,snow,Snow
0.05483737,0.4337375,-1.574724,tree,3,1,27,1.634286093,1.302178838,1.535986913,6098.61558,1697.777245,20,tree1,5,tree,Tree
-0.702695,-0.3146358,-1.44295,water green,3,1,27,1.635506237,1.764381402,2.023977826,6734.856813,2300.395697,47,water,6,water,Water
-1.386722,0.2470956,-0.8337314,scrap,3,1,27,1.636814647,1.419255723,2.600273188,7486.229146,1850.421771,29,trash,6,trash,Trash
-0.9672851,0.4491347,-1.238173,factory,3,1,27,1.634146512,1.292369299,2.233980484,7008.657709,1684.987595,15,building2,9,building,Building
-1.396878,0.0479871,0.8536494,tire,3,1,27,1.637769278,1.541491852,-2.593042348,715.1984044,2009.792905,8,tire,5,tire,Tire
-1.272935,0.2215711,1.002267,treatment plant,3,1,27,1.635235887,1.434880303,-2.474602375,869.6201206,1870.793056,7,silo,5,silo,Silo
-0.520729,0.3741592,1.503305,bridge,3,1,27,1.63434382,1.339812403,-1.904251011,1613.242685,1746.843785,4,bridge,7,bridge,Bridge
0.8623471,-0.58649,1.26637,reflection,3,1,27,1.640520045,1.936388601,-0.972963623,2827.452662,2524.658218,13,reflection,11,reflection,Reflection
1.592724,0.01121368,-0.3917257,snow,3,1,27,1.640226969,1.56395961,0.241160458,4410.424353,2039.086307,35,snow,5,snow,Snow
0.7958466,0.5725347,-1.314367,ventilation,3,1,27,1.639734248,1.214118478,1.026343978,5434.144501,1582.964386,17,ventilation,12,ventilation,Ventilation
-0.6555597,-0.03032405,1.504072,Boat,1,1,28,1.641009034,1.589276284,-1.981826553,1512.099903,2072.094118,5,boat,5,boat,Boat
-0.550875,0.4090956,1.482983,bridge,1,1,28,1.634032146,1.317744682,-1.926463464,1584.282149,1718.071951,4,bridge,7,bridge,Bridge
-1.584427,0.2443831,-0.3407596,machine,1,1,28,1.638978073,1.421131213,2.929751466,7915.802033,1852.86703,27,crane2,6,crane,Crane
-0.6586698,0.1064656,1.49499,boat,1,1,28,1.637124287,1.505718319,-1.985793003,1506.928457,1963.15147,5,boat,5,boat,Boat
-0.8076787,0.2888185,1.396157,subway,1,1,28,1.638601653,1.393611549,-2.095257978,1364.208319,1816.986966,4,bridge,7,bridge,Bridge
-1.337967,0.1900967,0.9273716,factory,1,1,28,1.638996807,1.454551132,-2.535499123,790.2231054,1896.439829,7,silo,5,silo,Silo
-0.2263655,0.3505913,-1.582586,highway,1,1,28,1.636683857,1.354915062,1.71286787,6329.232493,1766.534591,23,bridge2,7,bridge,Bridge
1.157307,0.2038954,-1.14509,building,1,1,28,1.640781501,1.446207007,0.780092004,5113.081844,1885.560782,14,building,9,building,Building
-1.383437,0.2516849,-0.8389224,Metal refinery,2,1,28,1.637386337,1.416473133,2.596477277,7481.280047,1846.793837,29,trash,6,trash,Trash
-0.6446202,-0.02669467,1.510353,canoe,2,1,28,1.642380587,1.587050687,-1.974191464,1522.054511,2069.192391,5,boat,5,boat,Boat
-1.394084,0.789246,-0.3329985,billboard,2,1,28,1.636235756,1.067455515,2.907120709,7886.296113,1391.745612,30,billboard2,10,billboard,Billboard
-0.5518921,0.4094038,1.482565,bridge,2,1,28,1.634073236,1.317556368,-1.927158173,1583.376389,1717.826427,4,bridge,7,bridge,Bridge
-0.2280628,0.3557724,-1.580786,highway,2,1,28,1.636297962,1.351620549,1.714079444,6330.812141,1762.239214,23,bridge2,7,bridge,Bridge
-0.5098467,0.4090759,1.496021,Bridge,3,1,28,1.632594739,1.317529462,-1.899253404,1619.758551,1717.791347,4,bridge,7,bridge,Bridge
-1.32969,0.1789451,0.9389486,tank,3,1,28,1.637596201,1.461304655,-2.526757105,801.6209239,1905.245055,7,silo,5,silo,Silo
-0.6471133,-0.03469674,1.508062,boat,3,1,28,1.641405033,1.59193634,-1.976136761,1519.518239,2075.562292,5,boat,5,boat,Boat
-1.139311,-0.3347116,-1.127886,water,3,1,28,1.637738758,1.77662073,2.36123371,7174.570121,2316.3533,47,water,6,water,Water
0.02528926,0.4216476,-1.581449,tree,3,1,28,1.636889485,1.310268341,1.554806494,6123.1525,1708.324317,20,tree1,5,tree,Tree
1.613868,0.006271299,-0.3113967,snow,3,1,28,1.643647516,1.566980841,0.190608134,4344.51437,2043.02538,35,snow,5,snow,Snow
-0.9679266,-1.283011,0.3037375,robot,3,1,28,1.63562086,2.472554087,-2.837521876,396.4466566,3223.709327,12,robot,6,robot,Robot
