posx,posy,posz,tag,userID,imageID,groupID,r,theta,phi,coord.x,coord.y,tag_classID,tag_class,location_num,tags_no_numbers,tags_proper
-0.6834425,-0.03043955,1.489155,boat,1,1,3,1.638780898,1.589371904,-2.001065222,1487.016579,2072.218787,5,boat,5,boat,Boat
0.33201,0.2635189,1.584991,fence,1,1,3,1.64069172,1.40948311,-1.364310631,2317.215491,1837.680265,41,fence2,6,fence,Fence
0.1333226,0.006404388,1.632844,wood bank,1,1,3,1.638290408,1.566887127,-1.489326511,2154.220126,2042.903196,46,pier,5,pier,Pier
0.2250502,0.4792885,1.542703,tree,1,1,3,1.631041877,1.272539757,-1.425937698,2236.866288,1659.133891,42,tree3,5,tree,Tree
-0.4991314,0.4789726,-1.476623,sun,1,1,3,1.630632512,1.272665252,1.896760936,6568.991775,1659.297512,26,sun,4,sun,Sun
-1.519275,0.3537022,-0.4902611,crane,1,1,3,1.635132324,1.352758715,2.829447761,7785.026334,1763.723152,27,crane2,6,crane,Crane
0.06926259,0.3702324,-1.593049,Tree,2,1,3,1.636971122,1.342653186,1.527345688,6087.349175,1750.547591,20,tree1,5,tree,Tree
-1.431182,0.2228294,-0.7558687,trash,2,1,3,1.633790791,1.433981943,2.65568498,7558.47489,1869.621776,29,trash,6,trash,Trash
1.174184,0.4615443,1.040625,lamp,2,1,3,1.635430096,1.284693257,-0.725168383,3150.527425,1674.979592,34,street_light,13,street light,Street Light
0.7626924,0.2508262,1.424366,Fence,3,1,3,1.635063296,1.416783606,-1.079184,2688.962822,1847.198631,41,fence2,6,fence,Fence
-0.5298475,0.3817932,1.498061,bridge,3,1,3,1.634224948,1.334993772,-1.910753656,1604.764554,1740.561267,4,bridge,7,bridge,Bridge
-0.5914771,-0.0369988,1.528728,Boat,1,1,4,1.639580242,1.593364262,-1.939965804,1566.677834,2077.424013,5,boat,5,boat,Boat
-1.571103,0.255883,-0.3800797,crane,1,1,4,1.636551657,1.41379717,2.904233959,7882.532376,1843.304925,27,crane2,6,crane,Crane
1.614159,-0.02891011,-0.2877359,snow,1,1,4,1.639858841,1.588426873,0.176404583,4325.995818,2070.986659,35,snow,5,snow,Snow
-0.5924432,-0.03463442,1.528709,Kayak,2,1,4,1.639859657,1.591918253,-1.940519553,1565.955859,2075.538711,5,boat,5,boat,Boat
-0.448677,0.4350833,1.507449,bridge,2,1,4,1.631873468,1.300916277,-1.860086506,1670.824247,1696.131121,4,bridge,7,bridge,Bridge
1.613759,-0.02544732,-0.295651,snow,2,1,4,1.640815404,1.586305896,0.18119698,4332.244132,2068.221335,35,snow,5,snow,Snow
-1.362033,0.2269296,-0.883372,trash,2,1,4,1.639200118,1.431911033,2.566224263,7441.836249,1866.921729,29,trash,6,trash,Trash
-1.571428,0.2663678,-0.3754814,crane,2,1,4,1.637474899,1.407400381,2.907047538,7886.200713,1834.964807,27,crane2,6,crane,Crane
0.6531376,0.4828599,1.419883,Tree,3,1,4,1.635790372,1.27114775,-1.139662574,2610.111021,1657.318996,43,tree4,5,tree,Tree
0.6287696,1.198726,0.9196823,sign,3,1,4,1.636493436,0.748814151,-0.971106668,2829.873754,976.3018639,1,billboard,10,billboard,Billboard
1.193977,0.4547172,1.019658,light,3,1,4,1.634641014,1.288902138,-0.706812487,3174.459793,1680.467119,34,street_light,13,street light,Street Light
-1.274327,0.2499864,0.9966803,water tank,3,1,4,1.637001565,1.417486536,-2.477847849,865.3886802,1848.11511,7,silo,5,silo,Silo
-0.7019132,-0.03468025,1.478774,Canoe,1,1,5,1.637271329,1.591979648,-2.013966297,1470.196192,2075.618756,5,boat,5,boat,Boat
-1.589528,0.2524777,-0.3089157,tractor,1,1,5,1.638832866,1.416120852,2.949641138,7941.734134,1846.334535,27,crane2,6,crane,Crane
-1.386628,0.2705448,-0.8291931,trash dump,1,1,5,1.63813702,1.404882224,2.602650587,7489.328792,1831.681641,29,trash,6,trash,Trash
1.322838,0.1793376,-0.9480255,building,1,1,5,1.637319363,1.461044899,0.621820093,4906.727354,1904.906385,14,building,9,building,Building
-0.559962,-0.4639136,1.45818,Water,2,1,5,1.629436155,1.859498193,-1.937446447,1569.962566,2424.408712,11,water,6,water,Water
-0.5753894,0.3981174,1.478574,Brdg,3,1,5,1.635772447,1.324945252,-1.941915773,1564.135471,1727.460034,4,bridge,7,bridge,Bridge
-1.584244,0.2555073,-0.3375899,crne,3,1,5,1.639841447,1.414346687,2.931640799,7918.26534,1844.021382,27,crane2,6,crane,Crane
-1.350908,0.2483186,-0.8998035,trash,3,1,5,1.642029503,1.418987263,2.554001083,7425.8997,1850.071753,29,trash,6,trash,Trash
-0.6612779,0.00812686,1.50379,Guy,1,1,6,1.642783878,1.565849302,-1.985086068,1507.850156,2041.550082,5,boat,5,boat,Boat
-1.4347,-0.3219275,0.7134637,water,1,1,6,1.634329176,1.769071276,-2.680114423,601.674068,2306.510343,11,water,6,water,Water
0.6816645,0.002666098,-1.494661,butt,1,1,6,1.642767514,1.569173395,1.142909136,5586.121839,2045.884026,0,,1,,
0.3518789,0.8178637,1.37182,sky,1,1,6,1.635423463,1.04709025,-1.319704599,2375.372715,1365.193434,3,sky,4,sky,Sky
-1.535955,0.3258097,-0.4647593,crane,1,1,6,1.637470894,1.370488214,2.847764585,7808.907759,1786.838825,27,crane2,6,crane,Crane
1.47083,0.2652904,-0.6731486,building,1,1,6,1.639161042,1.408236075,0.429210497,4655.603485,1836.054383,14,building,9,building,Building
1.552243,-0.3639929,0.3613374,dirty water,2,1,6,1.634782517,1.795333568,-0.228710941,3797.807295,2340.751048,13,reflection,11,reflection,Reflection
0.5439806,1.291276,0.8518357,billboard,2,1,6,1.63979653,0.664117372,-1.002478356,2788.971432,865.8744319,1,billboard,10,billboard,Billboard
-1.349717,0.09023276,0.9264108,fence,2,1,6,1.639547164,1.515733335,-2.540070242,784.2632927,1976.20902,9,fence,6,fence,Fence
-0.05761544,0.5543987,-1.536355,tree,2,1,6,1.634339054,1.224709884,1.608280146,6192.871302,1596.773432,20,tree1,5,tree,Tree
-1.406653,0.7596644,-0.3445658,billboard,2,1,6,1.63538627,1.087707432,2.901368427,7878.796304,1418.150007,30,billboard2,10,billboard,Billboard
0.02779988,0.7710865,1.44211,Lamp post,3,1,6,1.635551429,1.079858073,-1.551521488,2073.130482,1407.916033,37,street_light2,13,street light,Street Light
0.8489014,0.3785202,-1.347646,hand rail,3,1,6,1.637089145,1.337469591,1.008670981,5411.102496,1743.789233,18,hand_rail,10,hand rail,Hand Rail
-1.458545,0.4511158,-0.5871192,hydrolics,3,1,6,1.635716338,1.291383835,2.758900609,7693.047147,1683.70275,28,hydraulics,11,hydraulics,Hydraulics
-0.689441,-0.03584091,1.485301,Canoe,1,1,7,1.637904919,1.592680241,-2.005376237,1481.395889,2076.532188,5,boat,5,boat,Boat
-1.385502,0.2461308,-0.8361968,construction waste,1,1,7,1.636893781,1.41985932,2.598579079,7484.020371,1851.208739,29,trash,6,trash,Trash
-1.435027,0.2682766,0.7394157,plant,1,1,7,1.636462771,1.406116113,-2.665809675,620.3245602,1833.290383,7,silo,5,silo,Silo
-0.6799755,0.01668214,1.492893,Boat,2,1,7,1.640540912,1.560627469,-1.998193961,1490.760122,2034.741871,5,boat,5,boat,Boat
-1.399806,0.2461908,-0.8095628,waste,2,1,7,1.635682938,1.419709624,2.617252434,7508.366641,1851.013566,29,trash,6,trash,Trash
1.58755,0.02524768,-0.4035631,snow,2,1,7,1.638235521,1.555384209,0.248932349,4420.557324,2027.905722,35,snow,5,snow,Snow
0.0628145,0.7069565,1.473197,Light,3,1,7,1.635249998,1.123728731,-1.528183916,2103.557946,1465.114479,37,street_light2,13,street light,Street Light
0.9764833,0.5514449,1.194946,tree,3,1,7,1.638751676,1.227595442,-0.885668551,2941.267741,1600.535616,44,tree5,5,tree,Tree
1.023265,0.4158844,-1.204515,door,3,1,7,1.634285006,1.313491709,0.866578381,5225.842548,1712.526936,16,door,5,door,Door
-0.3303198,0.3309819,-1.576985,subway,3,1,7,1.644853148,1.368190266,1.77727402,6413.205058,1783.842767,24,car,4,car,Car
-1.464485,0.03114134,0.7304114,tire,3,1,7,1.636822199,1.551769692,-2.678945814,603.1976968,2023.193124,8,tire,5,tire,Tire
-0.5283712,0.3871329,1.496887,bridge,3,1,7,1.633927385,1.331587589,-1.91012348,1605.586176,1736.120295,4,bridge,7,bridge,Bridge
-0.00589169,-0.3896725,1.5892,water,3,1,7,1.636287264,1.811251068,-1.574503641,2043.166414,2361.504241,11,water,6,water,Water
0.5987527,1.300084,0.7974537,sign,3,1,7,1.63849187,0.654316983,-0.926763798,2887.687868,853.0967119,1,billboard,10,billboard,Billboard
-1.572535,0.2855111,-0.3654173,Cat machine,3,1,7,1.639485504,1.395757098,2.913270078,7894.313644,1819.784327,27,crane2,6,crane,Crane
-0.8646382,0.2328487,-1.371302,Wall,1,1,8,1.637768881,1.428138608,2.133357774,6877.466092,1862.003253,15,building2,9,building,Building
-1.565183,0.246675,-0.4023891,Construction,2,1,8,1.634797653,1.419327571,2.889954537,7863.914905,1850.515446,27,crane2,6,crane,Crane
-0.5439906,0.4075985,1.485631,brige,2,1,8,1.633756952,1.318647516,-1.921801521,1590.360377,1719.249063,4,bridge,7,bridge,Bridge
-0.6582581,-0.04377459,1.501018,Sneaky guy,3,1,8,1.63959598,1.5974979,-1.984080284,1509.161495,2082.813439,5,boat,5,boat,Boat
1.049003,-1.249672,-0.03333535,you,3,1,8,1.631930957,2.44302289,0.031767436,4137.418297,3185.206633,12,robot,6,robot,Robot
-1.409989,0.7548434,-0.3423902,advertining oppurtunity,3,1,8,1.635569805,1.091091792,2.903371805,7881.408302,1422.562525,30,billboard2,10,billboard,Billboard
-0.5598441,0.3515662,-1.497432,Jtag,1,1,9,1.636864931,1.354329541,1.928575474,6610.471485,1765.77119,0,,1,,
-0.6239077,-0.0296276,1.519621,Person,2,1,9,1.642981009,1.588830136,-1.96037969,1540.062266,2071.512432,5,boat,5,boat,Boat
-1.325143,0.2029871,-0.9419835,garbage,2,1,9,1.638456788,1.446587999,2.52361906,7386.287701,1886.057518,29,trash,6,trash,Trash
-1.577264,0.2195509,-0.3723823,Crane,3,1,9,1.635430494,1.436143237,2.909744361,7889.716823,1872.439666,27,crane2,6,crane,Crane
-0.6412696,-0.01944195,1.513013,Boat,1,1,10,1.64341505,1.582626816,-1.971680767,1525.327951,2063.424559,5,boat,5,boat,Boat
-1.564381,0.3000585,-0.3869406,cranes,1,1,10,1.63922117,1.386708927,2.899115105,7875.858428,1807.987346,27,crane2,6,crane,Crane
0.9718394,-0.7691289,-1.067345,Reflection,2,1,10,1.635621115,2.060355167,0.832199159,5181.019011,2686.285491,13,reflection,11,reflection,Reflection
0.251899,0.7903537,-1.408273,tree,2,1,10,1.634424951,1.066071229,1.393797309,5913.22916,1389.940783,20,tree1,5,tree,Tree
0.2806695,0.2127245,-1.596418,snow,2,1,10,1.634801979,1.44030381,1.396762862,5917.09564,1877.86421,21,snow,5,snow,Snow
1.218171,0.3910471,1.017239,lamp,2,1,10,1.634513262,1.329209408,-0.695753102,3188.878988,1733.019629,34,street_light,13,street light,Street Light
-0.7470639,0.08084255,1.450261,man,2,1,10,1.633369816,1.521281764,-2.046469612,1427.818459,1983.443047,5,boat,5,boat,Boat
-0.617568,-0.06616455,1.517146,boat,2,1,10,1.639359621,1.611167289,-1.957373235,1543.982073,2100.635552,5,boat,5,boat,Boat
-1.576699,0.1421548,-0.4003802,crane,2,1,10,1.632939689,1.483631461,2.892913225,7867.772434,1934.354684,27,crane2,6,crane,Crane
-1.382272,0.2560578,-0.8402115,garbage,2,1,10,1.637741385,1.413804107,2.595422418,7479.904725,1843.313968,29,trash,6,trash,Trash
-0.3086454,0.3612705,-1.570757,vehicall,2,1,10,1.641053293,1.348832698,1.764819129,6396.966405,1758.604422,25,train,6,train,Train
1.60163,0.007783394,-0.3644466,Snow,3,1,10,1.64258959,1.566057819,0.223737683,4387.708586,2041.821947,35,snow,5,snow,Snow
-1.523561,0.3142078,-0.514533,Crain,1,1,11,1.638508123,1.377836561,2.815901677,7767.364987,1796.419579,27,crane2,6,crane,Crane
-1.436255,0.6989791,-0.3562605,panel,1,1,11,1.636557897,1.129509699,2.898451799,7874.993612,1472.651689,30,billboard2,10,billboard,Billboard
-1.362051,0.2522445,-0.8785441,Landfill,2,1,11,1.640320075,1.416406098,2.568729412,7445.102455,1846.706438,29,trash,6,trash,Trash
-0.5439761,0.381602,1.493632,bridge,2,1,11,1.634768068,1.33519388,-1.920062287,1592.627986,1740.822167,4,bridge,7,bridge,Bridge
1.289406,0.09159932,0.9993672,walk way pier,2,1,11,1.633919542,1.514705824,-0.659347643,3236.344328,1974.869354,46,pier,5,pier,Pier
-1.258255,0.187267,1.024774,plant,2,1,11,1.633534917,1.455904613,-2.458108262,891.1251004,1898.204495,7,silo,5,silo,Silo
-0.6450939,0.02002743,1.511195,Boat,3,1,11,1.643246045,1.558608301,-1.974255462,1521.971071,2032.109284,5,boat,5,boat,Boat
-1.4246,0.03741364,0.8038231,cargo ship,3,1,11,1.636159074,1.547927584,-2.627878777,669.7787618,2018.183795,10,cargo,6,cargo,Cargo
0.4469996,0.273029,-1.54868,tree,3,1,11,1.634858777,1.403005471,1.28980065,5777.638597,1829.234736,20,tree1,5,tree,Tree
-0.6949712,-0.02688859,1.483418,Boat,1,1,12,1.638364101,1.587208916,-2.008922302,1476.77254,2069.39869,5,boat,5,boat,Boat
-1.2977,-0.3011932,0.9513065,water,1,1,12,1.636987077,1.755843001,-2.5090143,824.753945,2289.263354,11,water,6,water,Water
-0.520496,0.509571,-1.460685,sun,1,1,12,1.632231405,1.253295933,1.913105321,6590.30154,1634.043846,26,sun,4,sun,Sun
0.616123,0.01608752,1.523905,wall,1,1,12,1.643822621,1.561009519,-1.186583929,2548.935085,2035.239986,46,pier,5,pier,Pier
0.1571604,0.2855086,-1.601474,tree,1,1,12,1.634299093,1.395197397,1.472974703,6016.460432,1819.054591,20,tree1,5,tree,Tree
-1.58149,0.2589426,-0.3453591,crane,1,1,12,1.639339745,1.412176591,2.92659212,7911.682886,1841.192017,27,crane2,6,crane,Crane
0.7533498,-1.159464,0.8711026,Reflection,2,1,12,1.634231449,2.35956461,-0.85775929,2977.655759,3076.393953,12,robot,6,robot,Robot
0.9423806,-0.6258213,1.177367,water,2,1,12,1.632766532,1.964150859,-0.895803219,2928.054187,2560.854575,13,reflection,11,reflection,Reflection
-0.5150369,0.5031608,-1.464326,sun,2,1,12,1.631773401,1.257336064,1.909005145,6584.955742,1639.311358,26,sun,4,sun,Sun
-1.399277,0.7725034,-0.3456038,Billboard,3,1,12,1.635291904,1.078790435,2.899451374,7876.296855,1406.524049,30,billboard2,10,billboard,Billboard
1.47493,0.2557259,-0.6675054,building,3,1,12,1.639017297,1.414132345,0.424987018,4650.096924,1843.741925,14,building,9,building,Building
0.2076505,0.2905037,1.595961,fence,3,1,12,1.635421243,1.392216324,-1.441413144,2216.689444,1815.167875,42,tree3,5,tree,Tree
-0.6883862,-0.02662387,1.486969,boat,3,1,12,1.638798706,1.587043009,-2.004363758,1482.715956,2069.18238,5,boat,5,boat,Boat
1.397209,0.806803,0.2723796,Sky,1,1,13,1.6362502,1.055169288,-0.192530768,3844.978905,1375.726863,32,sky,4,sky,Sky
-0.6375206,-0.03950744,1.512613,boat,1,1,13,1.641947454,1.594859979,-1.969673012,1527.945657,2079.374125,5,boat,5,boat,Boat
0.09210691,0.6033667,-1.517875,tree,1,1,13,1.63599498,1.193070914,1.510189158,6064.980538,1555.522629,20,tree1,5,tree,Tree
0.7707336,1.170708,0.8505749,panel,1,1,13,1.639531995,0.775529965,-0.834603391,3007.846358,1011.133869,1,billboard,10,billboard,Billboard
-0.6421952,-0.04371103,1.509611,Lilboat,2,1,13,1.641112641,1.597434474,-1.973009476,1523.595584,2082.730744,5,boat,5,boat,Boat
-1.571952,0.2575842,-0.3767508,Crane,3,1,13,1.636864037,1.412775052,2.906359083,7885.303108,1841.972289,27,crane2,6,crane,Crane
-1.344911,0.2387123,-0.9126661,Dump,1,1,14,1.642780743,1.42497014,2.545369115,7414.645364,1857.872213,29,trash,6,trash,Trash
-0.6550124,-0.03127921,1.50425,Boat,2,1,14,1.640971571,1.589858878,-1.981477407,1512.555119,2072.853703,5,boat,5,boat,Boat
0.1206528,0.4649505,-1.558404,trees,2,1,14,1.630754148,1.281671181,1.493529713,6043.259998,1671.039417,20,tree1,5,tree,Tree
0.6756968,1.22022,0.8602027,sign board,2,1,14,1.638734786,0.7308444,-0.904954146,2916.123233,952.8729512,1,billboard,10,billboard,Billboard
-0.9368814,-1.336699,-0.08095149,robot,2,1,14,1.634339046,2.52851932,3.055401456,8079.62415,3296.676647,12,robot,6,robot,Robot
-0.1322303,0.5102372,1.543065,Lamp,3,1,14,1.630606159,1.252538247,-1.656280767,1936.545618,1633.055976,39,street_light3,13,street light,Street Light
0.1544755,-0.3595073,1.583287,Water,1,1,15,1.630921796,1.793053636,-1.473537826,2174.80537,2337.778478,11,water,6,water,Water
1.215469,0.4577238,-0.9909831,Wall,1,1,15,1.633684018,1.286815853,0.684006381,4987.805668,1677.747026,14,building,9,building,Building
-0.6421194,0.03190653,1.511567,Person,1,1,15,1.642610771,1.551370826,-1.972500776,1524.258826,2022.673085,5,boat,5,boat,Boat
-0.7004775,-0.03868024,1.479062,Boat,1,1,15,1.637006197,1.594427172,-2.01309831,1471.327871,2078.809832,5,boat,5,boat,Boat
-0.6390285,0.04072557,1.512318,Man,2,1,15,1.642291609,1.545995771,-1.970589148,1526.751201,2015.665102,5,boat,5,boat,Boat
-1.574337,0.2732715,-0.3637117,crane,2,1,15,1.638749677,1.403257548,2.914550684,7895.983294,1829.563394,27,crane2,6,crane,Crane
0.03470761,0.7891129,1.431559,lamp,2,1,15,1.635012219,1.06713635,-1.546556451,2079.603884,1391.329485,37,street_light2,13,street light,Street Light
0.0987475,0.3582845,-1.593656,Tree,3,1,15,1.636416297,1.350063639,1.508912574,6063.316131,1760.209319,20,tree1,5,tree,Tree
-0.4659284,0.4466765,1.498403,bridge,3,1,15,1.631508725,1.293474018,-1.872268465,1654.941442,1686.427924,4,bridge,7,bridge,Bridge
-0.6385064,1.460582,-0.3786682,sky,3,1,15,1.638407705,0.47022953,2.606296826,7494.082749,613.083989,32,sky,4,sky,Sky
-0.8684204,0.4768545,-1.305553,building,3,1,15,1.638905989,1.275567241,2.157765093,6909.288289,1663.081117,15,building2,9,building,Building
-1.410621,0.1576281,-0.8070416,Trash,1,1,16,1.632793425,1.47410683,2.621927005,7514.461334,1921.936495,29,trash,6,trash,Trash
-1.273811,-0.3473477,-0.9602379,water,1,1,16,1.632575178,1.785195725,2.49564437,7349.814376,2327.533355,47,water,6,water,Water
-0.714369,-0.04886698,1.470417,boat,1,1,16,1.635492954,1.600679827,-2.02304178,1458.363602,2086.962027,5,boat,5,boat,Boat
-0.4212344,0.3788961,1.533449,Bridge,2,1,16,1.634768029,1.336895773,-1.838881159,1698.471722,1743.041091,4,bridge,7,bridge,Bridge
-1.283256,0.2045105,0.99209,big bucket,2,1,16,1.634874024,1.445375251,-2.483468379,858.0606476,1884.476341,7,silo,5,silo,Silo
-1.568661,0.2998684,-0.373127,construction,2,1,16,1.640073824,1.386923625,2.908068908,7887.532373,1808.267269,27,crane2,6,crane,Crane
-0.5332186,-0.2230295,-1.524125,canal,2,1,16,1.630037192,1.708051673,1.907339537,6582.784127,2226.953149,0,,1,,
-0.7150365,-0.03502272,1.471719,Boat,3,1,16,1.636600318,1.592197639,-2.023060994,1458.33855,2075.902972,5,boat,5,boat,Boat
0.007305474,-0.3657716,1.596568,water,3,1,16,1.637947378,1.796006219,-1.566220623,2053.965791,2341.628048,11,water,6,water,Water
0.6246631,0.4875113,1.433978,tree,3,1,16,1.638341894,1.268656444,-1.15996869,2583.635961,1654.070838,43,tree4,5,tree,Tree
-1.443908,0.6998847,-0.3305632,sign,3,1,16,1.638285975,1.129396601,2.916534596,7898.569914,1472.504232,30,billboard2,10,billboard,Billboard
-1.535697,0.318713,-0.4724457,Crane,1,1,17,1.638031804,1.374976557,2.843139201,7802.877197,1792.690714,27,crane2,6,crane,Crane
0.1439105,0.6169689,-1.508464,tree,1,1,17,1.636100393,1.184136208,1.47568218,6019.990433,1543.873583,20,tree1,5,tree,Tree
1.033521,0.3773257,-1.209405,door,1,1,17,1.634992598,1.337915755,0.863655228,5222.031349,1744.370941,16,door,5,door,Door
0.03272728,0.7910464,1.430722,lamp,1,1,17,1.635173056,1.065839994,-1.547925655,2077.81872,1389.639299,37,street_light2,13,street light,Street Light
-0.6412598,0.05765989,1.509373,some guy,1,1,17,1.640958759,1.535651165,-1.972541421,1524.205834,2002.177833,5,boat,5,boat,Boat
-0.7055486,-0.06087372,1.473693,some guys boat,1,1,17,1.635015442,1.608036215,-2.017309856,1465.836869,2096.553266,5,boat,5,boat,Boat
-1.343565,0.2531875,0.9121128,Silo,2,1,17,1.643539041,1.416130231,-2.545185625,777.5938699,1846.346763,7,silo,5,silo,Silo
-1.386834,0.7629926,-0.4012964,product placement,2,1,17,1.632943677,1.084618764,2.859924278,7824.761534,1414.12301,30,billboard2,10,billboard,Billboard
1.023551,-1.273339,0.01034028,sub,2,1,17,1.633755116,2.464494399,-0.010102016,4082.829019,3213.201128,12,robot,6,robot,Robot
1.187967,0.4561926,1.026293,light,2,1,17,1.634825557,1.287995144,-0.712512589,3167.028014,1679.284583,34,street_light,13,street light,Street Light
0.6470202,1.250875,0.8375003,lowes,2,1,17,1.638514619,0.702204575,-0.913011741,2905.617763,915.532425,1,billboard,10,billboard,Billboard
-1.584668,0.02112225,-0.4145122,barge,2,1,17,1.638120625,1.557901773,2.885748314,7858.430843,2031.188115,31,barge2,6,barge,Barge
-0.3355433,0.02952059,-1.60842,Dirty,3,1,17,1.643312407,1.552831284,1.776463296,6412.148038,2024.577226,0,,1,,
1.625322,-0.01052059,-0.1985061,cold,3,1,17,1.637433039,1.577221422,0.121531506,4254.452449,2056.377021,35,snow,5,snow,Snow
-1.536077,0.3408862,-0.4497745,Crane,1,1,18,1.636469692,1.360953841,2.856747695,7820.619913,1774.407934,27,crane2,6,crane,Crane
0.1290344,0.5147131,-1.54198,tree,1,1,18,1.630730441,1.249672155,1.487309854,6035.150563,1629.319174,20,tree1,5,tree,Tree
1.107754,0.09748272,1.199985,Railing,2,1,18,1.636027446,1.511175997,-0.825342863,3019.920209,1970.267176,46,pier,5,pier,Pier
-1.411103,0.7248435,-0.3908001,ad,2,1,18,1.63380981,1.111126408,2.871417658,7839.746572,1448.683604,30,billboard2,10,billboard,Billboard
-0.6448535,0.02841998,1.510459,young  man,2,1,18,1.642598588,1.553493622,-1.974296779,1521.917202,2025.440781,5,boat,5,boat,Boat
0.003093512,0.486735,-1.563263,Tree,3,1,18,1.637287921,1.268952425,1.568817448,6141.419943,1654.456737,20,tree1,5,tree,Tree
-0.1576057,0.3145618,1.598433,rails,3,1,18,1.636696899,1.377399936,-1.669078777,1919.859607,1795.85031,41,fence2,6,fence,Fence
-0.8927611,0.460605,-1.296086,building,3,1,18,1.639822633,1.286078046,2.173974825,6930.422493,1676.785075,15,building2,9,building,Building
-1.549369,0.2663164,-0.4470313,Construction,1,1,19,1.634412955,1.407123384,2.860696576,7825.768454,1834.60366,27,crane2,6,crane,Crane
-1.313901,0.2199706,0.9526998,industry,1,1,19,1.637791138,1.436079901,-2.514223814,817.9617959,1872.357089,7,silo,5,silo,Silo
-0.6457238,-0.006615132,1.512169,Human,2,1,19,1.644280411,1.574819454,-1.97437523,1521.814919,2053.245343,5,boat,5,boat,Boat
-0.6398789,-0.01106455,1.51476,Boat,3,1,19,1.644404235,1.577524985,-1.970487495,1526.883736,2056.772806,5,boat,5,boat,Boat
-1.063226,0.0510831,1.241569,cargo,3,1,19,1.635405941,1.539555514,-2.278969258,1124.686049,2007.268313,6,barge,6,barge,Barge
0.8065103,0.3748409,1.371206,trees,3,1,19,1.634371579,1.339387894,-1.039116399,2741.202851,1746.290312,43,tree4,5,tree,Tree
-0.6671071,-0.02424037,1.498628,Boat,1,1,20,1.6405808,1.585572345,-1.989605693,1501.957482,2067.264933,5,boat,5,boat,Boat
-1.393331,0.263453,-0.8181428,garbage,1,1,20,1.637112214,1.409168086,2.610649381,7499.757598,1837.269538,29,trash,6,trash,Trash
-1.29384,0.260075,0.9716331,factory,1,1,20,1.638820256,1.411426069,-2.497471985,839.8027846,1840.213489,7,silo,5,silo,Silo
-1.568909,0.2602702,-0.3857093,Crane,2,1,20,1.636455832,1.411073011,2.900527865,7877.70038,1839.753173,27,crane2,6,crane,Crane
0.07200484,0.57463,-1.528876,tree,2,1,20,1.634884142,1.211644222,1.523734516,6082.640938,1579.738458,20,tree1,5,tree,Tree
-0.6478798,-0.4700539,1.42198,Water,3,1,20,1.631786145,1.862997687,-1.998312419,1490.605676,2428.971342,11,water,6,water,Water
0.375936,0.273711,1.570618,railing,3,1,20,1.63801297,1.40290935,-1.335860868,2354.308215,1829.109414,41,fence2,6,fence,Fence
1.005839,-0.5257221,1.173636,reflection,3,1,20,1.632641198,1.898645097,-0.862236228,2971.81874,2475.44834,13,reflection,11,reflection,Reflection
1.608452,-0.008056195,-0.3443244,snow,3,1,20,1.644913989,1.575693985,0.210888911,4370.956392,2054.385554,35,snow,5,snow,Snow
-0.504804,0.4688682,-1.477981,sun,3,1,20,1.630672347,1.279148766,1.899923315,6573.114876,1667.7507,26,sun,4,sun,Sun
-0.6223894,-0.003386365,1.52325,Boat,1,1,21,1.645500105,1.572854283,-1.958688507,1542.267226,2050.683158,5,boat,5,boat,Boat
