Elapsed_Time, System_Time, Euler_Roll, Euler_Pitch, Euler_Yaw, Gyro_Roll, Gyro_Pitch, Gyro_Yaw, Accel_x, Accel_y, Accel_z
0.02, 11:35:56.868,0,0,0,0,0,0,0,0,0,
0.04, 11:35:57.939,0,0,0,0,0,0,0,0,0,
0.3733333, 11:36:08.257,0,0,0,0,0,0,0,0,0,
0.5213717, 11:36:08.379,0,0,0,0,0,0,0,0,0,
0.5879957, 11:36:08.438,0,0,0,0,0,0,0,0,0,
0.6660414, 11:36:08.518,0,0,0,0,0,0,0,0,0,
0.7069011, 11:36:08.556,0,0,0,0,0,0,0,0,0,
0.7466146, 11:36:08.596,0,0,0,0,0,0,0,0,0,
0.8263988, 11:36:08.677,0,0,0,0,0,0,0,0,0,
0.8649116, 11:36:08.714,0,0,0,0,0,0,0,0,0,
0.9048892, 11:36:08.754,0,0,0,0,0,0,0,0,0,
0.955946, 11:36:08.805,0,0,0,0,0,0,0,0,0,
0.992993, 11:36:08.842,0,0,0,0,0,0,0,0,0,
1.0257, 11:36:08.875,0,0,0,0,0,0,0,0,0,
1.068043, 11:36:08.917,0,0,0,0,0,0,0,0,0,
1.103799, 11:36:08.953,0,0,0,0,0,0,0,0,0,
1.166425, 11:36:09.017,0,0,0,0,0,0,0,0,0,
1.206136, 11:36:09.056,0,0,0,0,0,0,0,0,0,
1.241841, 11:36:09.092,0,0,0,0,0,0,0,0,0,
1.275184, 11:36:09.123,0,0,0,0,0,0,0,0,0,
1.311717, 11:36:09.160,0,0,0,0,0,0,0,0,0,
1.353703, 11:36:09.203,0,0,0,0,0,0,0,0,0,
1.395688, 11:36:09.245,0,0,0,0,0,0,0,0,0,
1.429528, 11:36:09.279,0,0,0,0,0,0,0,0,0,
1.473089, 11:36:09.322,0,0,0,0,0,0,0,0,0,
1.629693, 11:36:09.486,0,0,0,0,0,0,0,0,0,
1.67294, 11:36:09.523,0,0,0,0,0,0,0,0,0,
1.752939, 11:36:09.817,0,0,0,0,0,0,0,0,0,
1.997165, 11:36:09.858,0,0,0,0,0,0,0,0,0,
2.330499, 11:36:10.392,0,0,0,0,0,0,0,0,0,
2.593942, 11:36:10.652,0,0,0,0,0,0,0,0,0,
2.644468, 11:36:10.693,0,0,0,0,0,0,0,0,0,
2.769886, 11:36:10.821,0,0,0,0,0,0,0,0,0,
2.870928, 11:36:10.920,0,0,0,0,0,0,0,0,0,
2.909849, 11:36:10.956,0,0,0,0,0,0,0,0,0,
2.940525, 11:36:10.987,0,0,0,0,0,0,0,0,0,
2.97147, 11:36:11.016,0,0,0,0,0,0,0,0,0,
3.001735, 11:36:11.055,0,0,0,0,0,0,0,0,0,
3.038528, 11:36:11.084,0,0,0,0,0,0,0,0,0,
3.067236, 11:36:11.114,0,0,0,0,0,0,0,0,0,
3.098112, 11:36:11.143,0,0,0,0,0,0,0,0,0,
3.13115, 11:36:11.178,0,0,0,0,0,0,0,0,0,
3.161955, 11:36:11.208,0,0,0,0,0,0,0,0,0,
3.240755, 11:36:11.289,0,0,0,0,0,0,0,0,0,
3.27471, 11:36:11.320,0,0,0,0,0,0,0,0,0,
3.323583, 11:36:11.371,0,0,0,0,0,0,0,0,0,
3.371608, 11:36:11.418,0,0,0,0,0,0,0,0,0,
3.406147, 11:36:11.452,0,0,0,0,0,0,0,0,0,
3.445768, 11:36:11.492,0,0,0,0,0,0,0,0,0,
3.480531, 11:36:11.528,0,0,0,0,0,0,0,0,0,
3.512542, 11:36:11.558,0,0,0,0,0,0,0,0,0,
3.566968, 11:36:11.615,0,0,0,0,0,0,0,0,0,
3.60091, 11:36:11.647,0,0,0,0,0,0,0,0,0,
3.633334, 11:36:11.679,0,0,0,0,0,0,0,0,0,
3.666239, 11:36:11.713,0,0,0,0,0,0,0,0,0,
3.69859, 11:36:11.744,0,0,0,0,0,0,0,0,0,
3.734265, 11:36:11.781,0,0,0,0,0,0,0,0,0,
3.767365, 11:36:11.815,0,0,0,0,0,0,0,0,0,
3.805416, 11:36:11.853,0,0,0,0,0,0,0,0,0,
3.848318, 11:36:11.895,0,0,0,0,0,0,0,0,0,
3.884034, 11:36:11.931,0,0,0,0,0,0,0,0,0,
3.920238, 11:36:11.967,0,0,0,0,0,0,0,0,0,
3.952346, 11:36:11.998,0,0,0,0,0,0,0,0,0,
3.983551, 11:36:12.029,0,0,0,0,0,0,0,0,0,
4.022859, 11:36:12.069,0,0,0,0,0,0,0,0,0,
4.057078, 11:36:12.102,0,0,0,0,0,0,0,0,0,
4.085118, 11:36:12.131,0,0,0,0,0,0,0,0,0,
4.116436, 11:36:12.162,0,0,0,0,0,0,0,0,0,
4.149957, 11:36:12.196,0,0,0,0,0,0,0,0,0,
4.179121, 11:36:12.225,0,0,0,0,0,0,0,0,0,
4.208364, 11:36:12.255,0,0,0,0,0,0,0,0,0,
4.238434, 11:36:12.284,0,0,0,0,0,0,0,0,0,
4.271889, 11:36:12.318,0,0,0,0,0,0,0,0,0,
4.302697, 11:36:12.350,0,0,0,0,0,0,0,0,0,
4.333331, 11:36:12.378,0,0,0,0,0,0,0,0,0,
4.363601, 11:36:12.409,0,0,0,0,0,0,0,0,0,
4.39387, 11:36:12.439,0,0,0,0,0,0,0,0,0,
4.425397, 11:36:12.471,0,0,0,0,0,0,0,0,0,
4.456421, 11:36:12.502,0,0,0,0,0,0,0,0,0,
4.491533, 11:36:12.538,0,0,0,0,0,0,0,0,0,
4.521072, 11:36:12.567,0,0,0,0,0,0,0,0,0,
4.550646, 11:36:12.596,0,0,0,0,0,0,0,0,0,
4.594975, 11:36:12.641,0,0,0,0,0,0,0,0,0,
4.637346, 11:36:12.684,0,0,0,0,0,0,0,0,0,
4.667135, 11:36:12.714,0,0,0,0,0,0,0,0,0,
4.704765, 11:36:12.751,0,0,0,0,0,0,0,0,0,
4.737038, 11:36:12.782,0,0,0,0,0,0,0,0,0,
4.768762, 11:36:12.815,0,0,0,0,0,0,0,0,0,
4.799395, 11:36:12.845,0,0,0,0,0,0,0,0,0,
4.828878, 11:36:12.875,0,0,0,0,0,0,0,0,0,
4.858808, 11:36:12.905,0,0,0,0,0,0,0,0,0,
4.901774, 11:36:12.950,0,0,0,0,0,0,0,0,0,
4.938206, 11:36:12.984,0,0,0,0,0,0,0,0,0,
4.969013, 11:36:13.016,0,0,0,0,0,0,0,0,0,
5.0059, 11:36:13.052,0,0,0,0,0,0,0,0,0,
5.04599, 11:36:13.094,0,0,0,0,0,0,0,0,0,
5.083694, 11:36:13.130,0,0,0,0,0,0,0,0,0,
5.122509, 11:36:13.169,0,0,0,0,0,0,0,0,0,
5.157053, 11:36:13.202,0,0,0,0,0,0,0,0,0,
5.192077, 11:36:13.239,0,0,0,0,0,0,0,0,0,
5.224038, 11:36:13.271,0,0,0,0,0,0,0,0,0,
5.256089, 11:36:13.302,0,0,0,0,0,0,0,0,0,
5.287239, 11:36:13.335,0,0,0,0,0,0,0,0,0,
5.319205, 11:36:13.364,0,0,0,0,0,0,0,0,0,
5.350207, 11:36:13.397,0,0,0,0,0,0,0,0,0,
5.383451, 11:36:13.429,0,0,0,0,0,0,0,0,0,
5.4154, 11:36:13.460,0,0,0,0,0,0,0,0,0,
5.447521, 11:36:13.494,0,0,0,0,0,0,0,0,0,
5.484875, 11:36:13.532,0,0,0,0,0,0,0,0,0,
5.521491, 11:36:13.569,0,0,0,0,0,0,0,0,0,
5.553554, 11:36:13.600,0,0,0,0,0,0,0,0,0,
5.589124, 11:36:13.636,0,0,0,0,0,0,0,0,0,
5.622973, 11:36:13.669,0,0,0,0,0,0,0,0,0,
5.654036, 11:36:13.699,0,0,0,0,0,0,0,0,0,
5.685369, 11:36:13.732,0,0,0,0,0,0,0,0,0,
5.718963, 11:36:13.765,0,0,0,0,0,0,0,0,0,
5.749561, 11:36:13.796,0,0,0,0,0,0,0,0,0,
5.782566, 11:36:13.830,0,0,0,0,0,0,0,0,0,
5.818903, 11:36:13.866,0,0,0,0,0,0,0,0,0,
5.851082, 11:36:13.897,0,0,0,0,0,0,0,0,0,
5.88337, 11:36:13.930,0,0,0,0,0,0,0,0,0,
5.916827, 11:36:13.962,0,0,0,0,0,0,0,0,0,
5.949106, 11:36:13.996,0,0,0,0,0,0,0,0,0,
5.980732, 11:36:14.027,0,0,0,0,0,0,0,0,0,
6.015596, 11:36:14.061,0,0,0,0,0,0,0,0,0,
6.046561, 11:36:14.093,0,0,0,0,0,0,0,0,0,
6.080168, 11:36:14.127,0,0,0,0,0,0,0,0,0,
6.116427, 11:36:14.163,0,0,0,0,0,0,0,0,0,
6.151631, 11:36:14.199,0,0,0,0,0,0,0,0,0,
6.18722, 11:36:14.237,0,0,0,0,0,0,0,0,0,
6.228426, 11:36:14.275,0,0,0,0,0,0,0,0,0,
6.266119, 11:36:14.312,0,0,0,0,0,0,0,0,0,
6.300001, 11:36:14.345,0,0,0,0,0,0,0,0,0,
6.334082, 11:36:14.380,0,0,0,0,0,0,0,0,0,
6.366994, 11:36:14.413,0,0,0,0,0,0,0,0,0,
6.39755, 11:36:14.443,0,0,0,0,0,0,0,0,0,
6.434424, 11:36:14.481,0,0,0,0,0,0,0,0,0,
6.469819, 11:36:14.517,0,0,0,0,0,0,0,0,0,
6.503141, 11:36:14.550,0,0,0,0,0,0,0,0,0,
6.534609, 11:36:14.581,0,0,0,0,0,0,0,0,0,
6.569444, 11:36:14.616,0,0,0,0,0,0,0,0,0,
6.603842, 11:36:14.650,0,0,0,0,0,0,0,0,0,
6.635954, 11:36:14.681,0,0,0,0,0,0,0,0,0,
6.667156, 11:36:14.713,0,0,0,0,0,0,0,0,0,
6.697807, 11:36:14.744,0,0,0,0,0,0,0,0,0,
6.735814, 11:36:14.782,0,0,0,0,0,0,0,0,0,
6.769313, 11:36:14.817,0,0,0,0,0,0,0,0,0,
6.804322, 11:36:14.851,0,0,0,0,0,0,0,0,0,
6.836864, 11:36:14.883,0,0,0,0,0,0,0,0,0,
6.8692, 11:36:14.916,0,0,0,0,0,0,0,0,0,
6.903936, 11:36:14.950,0,0,0,0,0,0,0,0,0,
6.93887, 11:36:14.985,0,0,0,0,0,0,0,0,0,
6.970881, 11:36:15.017,0,0,0,0,0,0,0,0,0,
7.002801, 11:36:15.049,0,0,0,0,0,0,0,0,0,
7.033288, 11:36:15.078,0,0,0,0,0,0,0,0,0,
7.064489, 11:36:15.111,0,0,0,0,0,0,0,0,0,
7.100325, 11:36:15.151,0,0,0,0,0,0,0,0,0,
7.136879, 11:36:15.182,0,0,0,0,0,0,0,0,0,
7.166483, 11:36:15.213,0,0,0,0,0,0,0,0,0,
7.1976, 11:36:15.243,0,0,0,0,0,0,0,0,0,
7.230199, 11:36:15.277,0,0,0,0,0,0,0,0,0,
7.26325, 11:36:15.310,0,0,0,0,0,0,0,0,0,
7.299578, 11:36:15.346,0,0,0,0,0,0,0,0,0,
7.338472, 11:36:15.385,0,0,0,0,0,0,0,0,0,
7.376429, 11:36:15.423,0,0,0,0,0,0,0,0,0,
7.416414, 11:36:15.463,0,0,0,0,0,0,0,0,0,
7.466016, 11:36:15.513,0,0,0,0,0,0,0,0,0,
7.500344, 11:36:15.546,0,0,0,0,0,0,0,0,0,
7.533195, 11:36:15.579,0,0,0,0,0,0,0,0,0,
7.563434, 11:36:15.609,0,0,0,0,0,0,0,0,0,
7.600852, 11:36:15.647,0,0,0,0,0,0,0,0,0,
7.633375, 11:36:15.678,0,0,0,0,0,0,0,0,0,
7.665087, 11:36:15.711,0,0,0,0,0,0,0,0,0,
7.696875, 11:36:15.742,0,0,0,0,0,0,0,0,0,
7.727252, 11:36:15.773,0,0,0,0,0,0,0,0,0,
7.760095, 11:36:15.807,0,0,0,0,0,0,0,0,0,
7.793159, 11:36:15.839,0,0,0,0,0,0,0,0,0,
7.82576, 11:36:15.872,0,0,0,0,0,0,0,0,0,
7.859163, 11:36:15.905,0,0,0,0,0,0,0,0,0,
7.889153, 11:36:15.936,0,0,0,0,0,0,0,0,0,
7.920612, 11:36:15.972,0,0,0,0,0,0,0,0,0,
7.959825, 11:36:16.005,0,0,0,0,0,0,0,0,0,
7.993573, 11:36:16.039,0,0,0,0,0,0,0,0,0,
8.024992, 11:36:16.071,0,0,0,0,0,0,0,0,0,
8.055309, 11:36:16.101,0,0,0,0,0,0,0,0,0,
8.086535, 11:36:16.133,0,0,0,0,0,0,0,0,0,
8.132876, 11:36:16.180,0,0,0,0,0,0,0,0,0,
8.166451, 11:36:16.212,0,0,0,0,0,0,0,0,0,
8.200663, 11:36:16.248,0,0,0,0,0,0,0,0,0,
8.233825, 11:36:16.280,0,0,0,0,0,0,0,0,0,
8.265578, 11:36:16.311,0,0,0,0,0,0,0,0,0,
8.299959, 11:36:16.345,0,0,0,0,0,0,0,0,0,
8.335171, 11:36:16.381,0,0,0,0,0,0,0,0,0,
8.369469, 11:36:16.416,0,0,0,0,0,0,0,0,0,
8.407187, 11:36:16.454,0,0,0,0,0,0,0,0,0,
8.441268, 11:36:16.488,0,0,0,0,0,0,0,0,0,
8.483201, 11:36:16.531,0,0,0,0,0,0,0,0,0,
8.535807, 11:36:16.583,0,0,0,0,0,0,0,0,0,
8.574023, 11:36:16.621,0,0,0,0,0,0,0,0,0,
8.611094, 11:36:16.657,0,0,0,0,0,0,0,0,0,
8.645058, 11:36:16.690,0,0,0,0,0,0,0,0,0,
8.680825, 11:36:16.727,0,0,0,0,0,0,0,0,0,
8.718813, 11:36:16.765,0,0,0,0,0,0,0,0,0,
8.750952, 11:36:16.797,0,0,0,0,0,0,0,0,0,
8.783934, 11:36:16.836,0,0,0,0,0,0,0,0,0,
8.827672, 11:36:16.874,0,0,0,0,0,0,0,0,0,
8.884302, 11:36:16.931,0,0,0,0,0,0,0,0,0,
