Elapsed_Time, System_Time, Euler_Roll, Euler_Pitch, Euler_Yaw, Gyro_Roll, Gyro_Pitch, Gyro_Yaw, Accel_x, Accel_y, Accel_z
0.02, 18:26:07.826,0,0,0,0,0,0,0,0,0,
0.04, 18:26:07.908,0,0,0,0,0,0,0,0,0,
0.3733333, 18:26:08.463,0,0,0,0,0,0,0,0,0,
0.4244059, 18:26:08.510,0,0,0,0,0,0,0,0,0,
0.4527187, 18:26:08.538,0,0,0,0,0,0,0,0,0,
0.4693827, 18:26:08.555,0,0,0,0,0,0,0,0,0,
0.4860493, 18:26:08.571,0,0,0,0,0,0,0,0,0,
0.5029626, 18:26:08.588,0,0,0,0,0,0,0,0,0,
0.5199902, 18:26:08.605,0,0,0,0,0,0,0,0,0,
0.5370847, 18:26:08.622,0,0,0,0,0,0,0,0,0,
0.5538533, 18:26:08.640,0,0,0,0,0,0,0,0,0,
0.5705714, 18:26:08.656,0,0,0,0,0,0,0,0,0,
0.5875334, 18:26:08.673,0,0,0,0,0,0,0,0,0,
0.6042123, 18:26:08.690,0,0,0,0,0,0,0,0,0,
0.6208802, 18:26:08.706,0,0,0,0,0,0,0,0,0,
0.63769, 18:26:08.723,0,0,0,0,0,0,0,0,0,
0.6546499, 18:26:08.740,0,0,0,0,0,0,0,0,0,
0.671654, 18:26:08.757,0,0,0,0,0,0,0,0,0,
0.6887922, 18:26:08.774,0,0,0,0,0,0,0,0,0,
0.7058232, 18:26:08.791,0,0,0,0,0,0,0,0,0,
0.7225589, 18:26:08.808,0,0,0,0,0,0,0,0,0,
0.7395372, 18:26:08.824,0,0,0,0,0,0,0,0,0,
0.7562072, 18:26:08.842,0,0,0,0,0,0,0,0,0,
0.773147, 18:26:08.858,0,0,0,0,0,0,0,0,0,
0.790027, 18:26:08.876,0,0,0,0,0,0,0,0,0,
0.806688, 18:26:08.892,0,0,0,0,0,0,0,0,0,
0.8235008, 18:26:08.909,0,0,0,0,0,0,0,0,0,
0.840275, 18:26:08.926,0,0,0,0,0,0,0,0,0,
0.8570217, 18:26:08.942,0,0,0,0,0,0,0,0,0,
0.8738922, 18:26:08.959,0,0,0,0,0,0,0,0,0,
0.8905606, 18:26:08.976,0,0,0,0,0,0,0,0,0,
0.9075321, 18:26:08.993,0,0,0,0,0,0,0,0,0,
0.9245788, 18:26:09.010,0,0,0,0,0,0,0,0,0,
0.9412461, 18:26:09.027,0,0,0,0,0,0,0,0,0,
0.9579874, 18:26:09.043,0,0,0,0,0,0,0,0,0,
0.9746544, 18:26:09.060,0,0,0,0,0,0,0,0,0,
0.9913828, 18:26:09.077,0,0,0,0,0,0,0,0,0,
1.008485, 18:26:09.094,0,0,0,0,0,0,0,0,0,
1.02528, 18:26:09.111,0,0,0,0,0,0,0,0,0,
1.042032, 18:26:09.127,0,0,0,0,0,0,0,0,0,
1.058834, 18:26:09.144,0,0,0,0,0,0,0,0,0,
1.075499, 18:26:09.161,0,0,0,0,0,0,0,0,0,
1.092591, 18:26:09.178,0,0,0,0,0,0,0,0,0,
1.109808, 18:26:09.195,0,0,0,0,0,0,0,0,0,
1.126872, 18:26:09.212,0,0,0,0,0,0,0,0,0,
1.143806, 18:26:09.229,0,0,0,0,0,0,0,0,0,
1.160472, 18:26:09.246,0,0,0,0,0,0,0,0,0,
1.177272, 18:26:09.262,0,0,0,0,0,0,0,0,0,
1.193943, 18:26:09.280,0,0,0,0,0,0,0,0,0,
