Elapsed_Time, System_Time, Elbow_Angle_L, Elbow_Speed_L, Elbow_Angle_R, Elbow_Speed_R, ArmUD_Angle_L, ArmUD_Speed_L, ArmUD_Angle_R, ArmUD_Speed_R, ArmLR_Angle_L, ArmLR_Speed_L, ArmLR_Angle_R, ArmLR_Speed_R
197.6304, 19:53:08.148,78.01684,-394.4319,81.19478,-435.6837,85.40262,198.7055,78.95517,335.553,55.0746,148.6839,132.3101,-178.0844,
197.6931, 19:53:08.221,48.00463,-380.3811,49.89742,-356.9395,97.03518,123.0905,96.81068,166.8273,65.98096,145.2909,120.1963,-139.1939,
197.7783, 19:53:08.274,21.73394,-201.9012,28.38041,-156.6328,103.6156,28.28292,103.6397,41.048,76.57249,80.16842,111.7143,-62.74866,
197.8209, 19:53:08.348,22.20321,493.3022,29.88094,252.0534,100.6495,-109.1399,102.0563,-113.1252,76.22587,-91.30868,112.1775,91.11073,
197.8946, 19:53:08.399,79.0761,578.8253,57.67947,338.4924,90.92907,-134.5942,90.48985,-193.2097,65.95864,-137.8274,122.3052,161.049,
197.9476, 19:53:08.470,95.58974,314.9084,72.7968,309.5884,83.58495,-185.4457,77.56015,-346.5547,58.75138,-193.3247,132.5962,229.3824,
198.0173, 19:53:08.525,117.7189,341.4169,95.66943,527.037,68.17281,-397.5753,47.96372,-490.6528,42.23553,-318.7548,150.453,285.7246,
198.0722, 19:53:08.577,138.1001,299.6058,138.4191,496.5529,34.08217,-645.3355,16.46813,-434.7481,19.06267,-399.4625,168.1723,263.2959,
198.1217, 19:53:08.648,149.0025,95.79099,147.5174,89.07939,0.7895237,1103.164,2.569113,1285.78,0.5252986,1238.538,177.9453,-1324.523,
198.1982, 19:53:08.724,150.1778,-2.39853,149.6505,21.60779,173.1728,1157.653,178.5836,1178.565,175.2217,1178.234,1.171969,-1185.984,
198.2691, 19:53:08.775,148.649,-14.05177,150.7018,12.86975,171.3921,-42.77699,176.2534,-31.44917,174.1609,-29.02169,3.16745,27.42997,
198.32, 19:53:08.845,148.4674,-27.0887,151.217,-21.63872,167.966,-8.723309,174.7556,4.340725,171.6892,-3.099913,4.510727,-3.687557,
198.3916, 19:53:08.900,145.3311,-45.03058,148.0514,-46.82971,170.3236,48.11749,176.7851,33.84264,173.7813,37.29119,2.71579,-29.35126,
198.4497, 19:53:08.969,142.6249,-37.76365,145.1411,-39.9701,174.209,62.36911,179.1465,-1429.206,176.5276,41.35534,0.7025336,1434.86,
198.5145, 19:53:09.021,140.6867,-28.82913,143.1357,-28.31651,177.9942,-1499.426,1.012959,-1534.168,178.8674,-1523.799,179.1833,1538.977,
198.5652, 19:53:09.094,139.2962,-17.5739,141.8716,-18.13198,1.080375,-1407.726,2.006514,13.44363,0.58481,-1425.477,178.3978,-10.57733,
198.6389, 19:53:09.149,138.5005,-12.74193,140.8799,-14.81731,2.866121,28.41271,2.685412,10.1022,1.531042,14.87288,177.8674,-8.198896,
198.6951, 19:53:09.201,137.6403,-16.52199,139.9459,-14.69264,4.772865,35.78533,3.319386,12.0496,2.517676,18.13937,177.3323,-10.46013,
198.7482, 19:53:09.273,136.6951,-38.05729,139.2745,-27.38012,6.776319,69.00076,4.002049,56.37012,3.513098,36.54398,176.7244,-56.71478,
198.8176, 19:53:09.359,132.9778,-114.0737,136.5915,-36.18159,13.22634,144.3304,10.22545,88.11294,6.994782,97.26109,170.384,-115.9679,
198.9043, 19:53:09.399,118.8955,-246.5265,133.6289,-43.68534,29.29711,180.5594,17.75087,88.90634,18.68937,147.5918,158.6292,-167.2012,
198.9451, 19:53:09.471,101.5601,-208.9107,131.0242,-53.08989,36.23709,-30.75336,21.5558,57.10803,25.80408,28.71302,149.0756,-222.8561,
199.0165, 19:53:09.523,95.43702,-253.9815,127.6674,-37.03358,25.84383,-139.1947,24.1635,39.40141,21.91353,-65.05602,133.6048,-260.3769,
199.0707, 19:53:09.577,69.64575,-295.9532,126.3707,-25.10205,18.74643,-113.1097,26.50683,51.51384,17.6294,-83.33562,116.3577,-294.3916,
199.1213, 19:53:09.645,64.43996,-90.62354,125.0383,-18.55289,13.99714,-64.60293,29.55887,51.12743,13.18527,-66.93494,102.7713,-198.1775,
199.1899, 19:53:09.702,58.84742,-82.5306,124.16,-9.70042,11.04861,3.220533,32.59896,36.69237,9.653705,-18.39893,92.74366,-116.9658,
199.2483, 19:53:09.758,53.95615,-55.67963,123.8061,-7.318409,14.40624,37.71914,34.21988,25.03978,10.84806,9.727723,87.91323,-69.31888,
199.3029, 19:53:09.821,52.55696,-36.376,123.3332,-9.91122,15.30997,13.57414,35.42786,18.21298,10.7527,-3.648206,84.91228,-43.12381,
199.3653, 19:53:09.896,49.70166,-17.54434,122.6469,-13.07076,15.99385,7.751346,36.35005,11.76746,10.42137,-4.660957,82.86953,-21.65712,
199.4403, 19:53:09.927,50.1452,1.483707,121.5364,-26.20213,16.37552,-114.8758,37.04549,10.03507,10.11198,-77.94326,81.93516,-5.013667,
199.4713, 19:53:10.001,49.85903,20.42951,119.8678,-219.2014,3.809685,1421.782,37.41441,1.915332,2.15441,1525.644,82.33776,35.19046,
199.548, 19:53:10.054,52.34414,31.96716,97.94254,-168.5357,169.4097,1233.449,37.25164,-7.965761,174.3255,1311.635,85.7229,48.24816,
199.5999, 19:53:10.120,53.96907,24.3284,98.19906,7.808699,162.3949,-102.2094,36.39024,-15.15468,170.7921,-50.48405,88.54105,-23.01211,
199.6651, 19:53:10.176,55.19475,17.37388,98.85751,9.955453,157.4336,-69.52824,35.47594,-16.60568,168.4101,-33.03109,83.02652,-22.76185,
199.7206, 19:53:10.245,56.06684,9.267568,99.40111,4.052186,153.9998,-37.30812,34.38523,-12.2285,166.8038,-17.41055,85.79272,30.0774,
199.7904, 19:53:10.295,56.35588,0.6329319,99.3652,-1.976363,152.7593,-5.820719,33.94383,-5.656632,166.2288,-2.490443,86.79491,12.2068,
199.8404, 19:53:10.370,56.14263,-5.376903,99.16444,-3.953793,153.3028,15.95035,33.70784,-2.502386,166.5056,7.855641,87.2545,4.94872,
199.9167, 19:53:10.420,55.67672,-18.59346,98.86579,-5.246462,154.774,48.69253,33.62775,4.747255,167.221,24.12445,87.42,-19.81753,
199.9655, 19:53:10.475,53.81731,-27.9051,98.50831,-4.943548,159.3923,72.41203,34.30154,12.60546,169.5226,35.88885,84.7761,-46.71386,
200.0208, 19:53:10.529,52.77277,-9.309166,98.35134,-1.584152,162.3096,26.41662,34.93953,9.869666,170.9558,13.09714,82.55872,-33.37935,
200.0742, 19:53:10.583,52.80537,0.6839912,98.33611,-0.08214591,162.2639,-0.6990595,35.3744,5.974601,170.9463,-0.1249644,81.14764,-19.24394,
200.1279, 19:53:10.650,52.84602,-92.32639,98.34254,0.1580106,162.2347,-1266.451,35.57933,2.881602,170.9424,-1371.83,80.49796,-8.437878,
200.1955, 19:53:10.723,41.60268,-129.7533,98.35528,-0.1735172,8.59544,-1005.332,35.72405,1.927442,4.491324,-1144.44,80.12381,-3.70519,
200.2679, 19:53:10.773,34.68658,-71.2694,98.31826,-0.7473345,21.53489,129.9712,35.84908,1.776934,10.77385,63.83962,79.97941,-0.7800025,
200.3186, 19:53:10.823,32.83103,-24.74547,98.2633,-0.8365821,24.59195,43.10513,35.94275,1.801639,12.34854,23.07898,80.02781,-0.101919,
200.3688, 19:53:10.895,32.18771,19.59565,98.23378,0.1126076,25.88776,-12.9593,36.03102,0.07981045,13.10443,-1.303194,79.96912,-0.457289,
200.4409, 19:53:10.946,35.22876,83.67046,98.27708,-0.895528,23.00625,-38.38457,35.95252,-4.364086,12.18908,-14.15452,79.97186,1.413128,
200.4906, 19:53:11.021,42.37969,126.1422,98.12469,-10.18052,21.2121,-44.29775,35.49942,-26.88371,11.38025,-21.45016,80.14125,13.31463,
200.5654, 19:53:11.073,50.92339,125.8014,97.01041,-11.33044,17.49472,-76.06576,32.60764,-67.47576,9.520247,-39.12682,81.62846,53.50101,
200.6183, 19:53:11.148,58.43887,133.4838,96.67831,28.88183,11.50193,-101.1286,26.8858,-112.9777,6.385518,-53.09251,86.97092,162.5693,
200.6935, 19:53:11.196,68.03049,126.6827,100.7119,53.72863,4.534216,-92.64016,18.12859,-108.2386,2.715987,-51.26711,102.4631,249.4793,
200.7402, 19:53:11.246,73.88181,112.5972,103.228,17.85773,0.2088643,1794.448,13.69125,-73.38042,0.1359306,1818.787,117.3831,298.7354,
200.7901, 19:53:11.323,78.91119,59.61199,102.4375,-7.474037,177.9387,-0.5832663,11.03755,-30.26548,178.4725,-0.07496163,131.3311,175.9405,
200.8677, 19:53:11.371,81.4843,144.9566,102.2748,-2.79146,0.1344786,-1386.081,9.831407,-13.19434,0.1263705,-1387.391,139.8213,104.2237,
200.9163, 19:53:11.422,97.19666,32.8353,102.0854,1.415237,3.092305,122.5436,9.373156,-6.084696,3.460813,182.9781,144.4783,79.68147,
200.9674, 19:53:11.495,84.756,-52.24936,102.4158,-8.126755,12.34471,169.8858,9.225128,17.27478,18.35829,326.3129,147.7607,5.437447,
201.0413, 19:53:11.546,90.6647,20.28812,101.0694,-32.90473,24.33063,212.3395,11.53277,25.09044,44.2549,391.6644,145.1581,-29.57908,
201.0904, 19:53:11.610,87.25146,-12.02181,98.36847,-26.35368,38.4627,170.3926,12.31128,-41.66853,66.53344,256.1398,144.1225,43.60067,
201.1543, 19:53:11.677,89.30634,-4.08777,98.0917,-4.887759,43.58352,13.2677,6.824583,-76.72152,73.19648,32.76871,150.0846,163.4283,
201.2216, 19:53:11.746,86.71492,-95.13705,97.72692,-11.62156,40.20417,-57.3023,2.241112,1265.094,70.83453,-60.77142,165.5734,-1025.563,
201.2902, 19:53:11.798,76.37916,-79.02998,96.51257,-33.70362,35.79731,-77.21326,178.7249,1431.992,64.93889,-113.9788,10.73153,-1096.08,
201.3433, 19:53:11.877,77.10027,26.1841,93.62659,-60.99495,30.81053,-116.3835,176.4548,-30.07722,56.96807,-191.096,32.22622,312.6738,
201.4216, 19:53:11.926,79.81998,33.88268,88.4973,-69.51072,20.5035,-123.3622,174.7725,-18.85291,39.82721,-212.8205,51.81958,228.0128,
201.4714, 19:53:11.973,81.44107,18.23414,84.72138,-49.54884,15.00625,-98.63357,174.0395,-10.57271,29.70303,-183.9613,61.43758,159.0519,
201.5188, 19:53:12.027,81.59175,-23.69893,83.68274,-16.77328,10.91947,-76.2175,173.7452,-2.316947,21.95207,-139.8266,67.27433,85.64,
201.5714, 19:53:12.084,79.07248,-68.45183,83.04498,-13.70733,7.388689,-53.471,173.808,3.67132,15.72806,-95.24983,69.99688,13.53462,
201.6292, 19:53:12.170,74.03485,-80.35091,82.16949,-44.36243,5.016419,-25.60266,174.1505,18.57447,11.43674,-50.28728,68.76852,-161.5938,
201.717, 19:53:12.221,67.36608,-83.69721,76.58177,-66.79432,3.658614,-13.17994,176.5141,24.89744,8.401658,-24.36548,46.45413,-270.0438,
201.7656, 19:53:12.271,62.61614,-66.66631,73.05682,-45.17434,3.218295,-4.213159,177.5472,15.61934,8.112584,3.111794,31.92676,-196.2477,
201.8168, 19:53:12.325,60.71735,-31.10479,72.07647,-16.97131,3.238429,2.647112,178.0718,9.745871,8.712002,16.94655,26.88206,-114.7426,
201.869, 19:53:12.396,59.3982,-13.89917,71.30106,-12.09043,3.492151,4.117758,178.5555,8.51753,9.865783,17.94034,20.05611,-125.7966,
201.9404, 19:53:12.446,58.99947,13.27439,70.58214,-0.2348485,3.747369,4.252624,179.1246,7.003632,10.92936,17.04448,11.33408,-103.0045,
201.9909, 19:53:12.496,61.01578,39.88413,71.27244,22.42789,4.010361,5.208399,179.4089,3.936271,11.94277,19.51075,7.504323,-52.24278,
202.0405, 19:53:12.565,62.99117,36.37598,72.82677,46.75268,4.268638,4.627405,179.5185,1.714988,12.88204,15.55864,6.105494,-21.58957,
202.1089, 19:53:12.622,65.30801,32.22528,76.78908,67.99421,4.556377,9.386571,179.6113,-1400.303,13.77863,24.54725,4.956836,1310.231,
202.1682, 19:53:12.678,67.10931,26.35237,81.51591,-14.7423,5.46817,17.33957,0.5704257,-1473.501,16.01899,39.52457,173.543,1127.908,
202.2233, 19:53:12.727,68.32178,17.60948,75.10308,-59.74617,6.539411,18.52929,11.09487,108.6771,18.29884,38.7817,133.9496,-332.1046,
202.274, 19:53:12.795,68.97086,9.038933,75.19997,26.6243,7.426954,15.44985,12.059,7.555653,20.11872,33.67968,138.4352,68.17099,
202.3402, 19:53:12.850,69.37924,7.18791,78.21783,74.28357,8.346876,14.6838,11.9788,-2.239005,22.239,35.22828,141.9249,32.53458,
202.3949, 19:53:12.903,69.83996,12.02689,84.18165,120.7472,9.202382,10.12011,11.78828,-3.201198,24.37819,27.7629,142.369,7.54223,
202.4486, 19:53:12.976,70.68294,13.63071,91.30664,78.21996,9.44388,2.220072,11.63179,-2.394064,25.24845,10.78588,142.7424,6.028232,
202.5219, 19:53:13.024,71.57125,51.96,94.11669,70.01807,9.484363,-0.7217451,11.4842,-2.663492,25.74815,11.57377,143.1347,7.377282,
202.569, 19:53:13.096,76.93691,75.2767,99.73411,-6.690991,9.35701,-1.713932,11.31121,333.6606,26.64149,16.16921,143.6304,-127.331,
202.6404, 19:53:13.151,80.49612,-106.1763,93.3234,-44.44117,9.281157,0.2869349,51.04327,428.5593,27.66519,19.9681,128.0382,-136.2288,
202.6956, 19:53:13.209,63.498,-190.0858,94.10912,15.65728,9.393328,2.884275,65.55467,270.2867,29.16888,27.58778,126.3876,5.434806,
202.7548, 19:53:13.274,58.76283,-47.74023,95.11356,-75.42051,9.610929,5.76179,81.94626,302.5319,30.81941,33.77531,128.6596,-11.67631,
202.8205, 19:53:13.325,57.53193,-44.72606,84.68385,-144.7615,10.11338,23.43407,103.3619,290.0137,33.38976,102.3582,124.9285,-71.387,
202.8694, 19:53:13.398,53.63819,117.7457,78.52705,-61.16754,12.29596,30.71088,115.1755,125.998,42.54743,129.1918,120.4802,-51.3816,
202.943, 19:53:13.445,71.95549,158.7883,77.19098,-31.01306,13.87538,21.85969,118.7964,39.40221,49.21544,92.4067,118.6343,-30.85476,
202.9909, 19:53:13.520,72.93916,12.08175,74.75736,-158.306,14.95304,14.54996,119.9649,0.8837498,53.7796,62.27107,116.7297,-87.87629,
203.0658, 19:53:13.573,73.43824,2.558533,57.76264,-199.7825,15.66105,9.31221,118.9048,-15.27056,56.85775,41.67132,107.8496,-96.20377,
203.1193, 19:53:13.652,73.26764,-12.31356,49.1078,-111.4255,16.14861,7.093516,118.0044,-16.23984,59.12968,40.08085,104.3784,-38.1114,
203.1983, 19:53:13.703,71.80566,-23.53857,42.98945,-80.83154,16.60153,6.286838,116.7517,-20.55754,62.17181,43.56237,102.7967,-16.43263,
203.2488, 19:53:13.771,70.21828,32.75922,38.6363,-59.26579,16.96305,0.6387749,115.3412,-23.13124,64.77306,-75.21092,102.2496,-3.637293,
203.3155, 19:53:13.849,75.64314,52.37319,36.04696,-25.8728,16.67636,-1.189638,114.0421,-14.03001,53.36148,-104.8921,102.3706,2.824764,
203.3943, 19:53:13.902,77.8342,22.8806,34.87398,-11.50609,16.79006,1.963647,113.301,-9.816159,49.52004,-39.2898,102.6603,4.712831,
203.4489, 19:53:13.958,78.69593,10.94501,34.51178,-2.636714,16.93835,2.803556,112.7324,-8.94234,48.11932,-17.17091,102.9994,6.166737,
203.503, 19:53:14.019,79.02463,3.526805,34.5872,2.037055,17.09499,2.891338,112.3284,-7.343816,47.65245,-3.973394,103.3311,3.58612,
203.5639, 19:53:14.077,79.10148,0.4912326,34.74602,4.416901,17.27083,2.726929,111.8879,-6.507103,47.66242,1.213778,103.4117,1.778958,
203.6222, 19:53:14.148,79.08319,-1.182362,35.11377,4.458008,17.42009,2.217144,111.5526,-4.408138,47.79715,3.409145,103.5432,1.439351,
203.6927, 19:53:14.197,78.94917,-2.596991,35.32028,2.925352,17.55643,2.11887,111.3201,-3.304097,48.10157,5.557266,103.5972,0.6806018,
203.7414, 19:53:14.260,78.7737,-3.973281,35.46238,1.967746,17.67259,1.381611,111.1589,-2.509293,48.45942,6.090303,103.6243,0.3059997,
203.8044, 19:53:14.320,78.50556,-4.517496,35.53997,0.9792204,17.71069,0.659162,111.0399,-1.691958,48.78154,5.495764,103.6313,0.04315531,
203.8657, 19:53:14.395,78.21226,-4.78495,35.58408,0.5343876,17.75452,0.7057069,110.9486,-1.181,49.14245,5.616868,103.6296,-0.04806393,
203.9399, 19:53:14.445,77.85692,-5.33179,35.61242,0.3025161,17.80635,0.6366364,110.8798,-0.9550384,49.54296,5.727245,103.6248,-0.1152675,
203.9909, 19:53:14.526,77.54456,-2.084797,35.62197,-0.5895702,17.83424,0.1747043,110.829,-0.7104123,49.85966,3.947997,103.6152,-0.4078824,
204.0702, 19:53:14.576,77.58531,-0.7031557,35.53561,8.133539,17.82911,0.08793781,110.7873,10.0526,50.0573,3.174951,103.5717,10.26014,
204.1229, 19:53:14.646,77.45174,-41.85075,36.69563,10.11979,17.84585,-3.936063,112.156,14.66966,50.27877,55.55161,104.9696,13.78373,
204.191, 19:53:14.700,72.53022,-45.32508,36.75796,-1.773122,17.35368,-7.352784,112.5592,2.864517,56.7673,92.39886,105.2366,1.335458,
204.245, 19:53:14.776,71.91821,-164.9826,36.47915,129.5756,16.94818,-5.418727,112.5057,-42.90763,61.55934,57.02587,105.1326,52.42383,
204.3215, 19:53:14.846,50.9986,-221.4084,53.66867,235.0321,16.64649,-6.073558,106.9594,-121.3147,64.20966,26.76458,112.0783,84.34459,
204.3908, 19:53:14.897,39.6475,-121.1102,70.73553,305.494,16.06295,-16.00796,94.82385,-215.1984,65.46033,-19.46968,117.426,118.5462,
204.4429, 19:53:14.954,36.2941,247.6453,90.75997,337.456,14.7029,-38.54036,80.83124,-238.8076,61.84576,-94.82762,126.4715,162.0846,
204.4995, 19:53:15.023,66.56744,299.0571,107.4182,193.0247,11.87347,-39.98316,68.86461,-230.7962,55.15222,-106.7564,135.0452,123.6973,
204.5678, 19:53:15.117,73.65342,145.4966,114.8733,35.59964,9.708053,-21.02077,51.99932,-235.1605,48.50936,-69.01983,141.9243,90.42936,
204.662, 19:53:15.174,90.21819,100.8857,113.205,-12.56831,8.456506,-12.17962,30.63883,-229.4789,43.93292,-47.38165,149.7446,93.98592,
204.7206, 19:53:15.223,89.06737,62.72719,112.9531,-53.33966,7.847175,-3.808101,16.9381,-189.1812,41.2701,-26.51324,156.284,12.12522,
204.768, 19:53:15.276,96.8684,154.1903,107.55,-62.18286,8.052778,11.3339,10.58221,-93.52197,41.12204,14.19864,151.0301,-121.8745,
204.8233, 19:53:15.345,104.9061,80.51548,106.5655,-14.71723,9.011417,27.46918,7.331317,-32.18017,42.72861,41.20974,143.7648,-138.1841,
204.8923, 19:53:15.401,106.8702,-32.31432,105.7218,4.01754,11.46505,110.9026,6.584727,-6.967938,46.24118,96.7873,133.8647,-172.0778,
204.9473, 19:53:15.459,100.9004,-77.37216,107.0635,27.79761,22.75916,171.4798,6.467555,-2.432537,54.7266,105.278,122.4336,68.01204,
205.0038, 19:53:15.526,98.23995,-50.05063,108.8224,10.11467,30.5922,104.7501,6.313398,21.90795,57.98408,41.40792,141.4508,216.1719,
205.0703, 19:53:15.577,94.74638,-109.3325,108.3072,-18.3366,35.63875,20.45755,9.161254,111.1957,59.81792,-35.37729,149.0131,51.61874,
205.122, 19:53:15.646,85.3141,-111.3388,106.6546,-3.381206,33.0108,-70.78822,19.45952,225.6805,53.8016,-175.5409,147.5535,-33.01244,
205.1904, 19:53:15.698,81.36758,14.58271,107.9009,32.06822,27.13263,-90.339,36.27969,371.8132,38.72441,-184.8272,145.0462,-37.37122,
205.2426, 19:53:15.762,87.07219,100.0035,110.5207,81.71529,22.11956,-95.95914,64.28521,538.1535,31.51889,-119.5097,143.048,-37.83601,
205.3063, 19:53:15.824,92.95245,75.13652,117.3672,89.68434,16.01627,-75.76937,98.62194,414.497,24.87984,-82.41849,140.6631,-39.84072,
205.3689, 19:53:15.875,96.56629,46.137,121.8531,34.52317,12.54549,-45.64987,116.6602,190.3383,21.10465,-49.721,138.0138,-36.22752,
205.4218, 19:53:15.946,98.28381,24.31322,121.3565,-0.5078755,10.74121,-20.85731,120.6164,58.52561,19.13434,-19.29128,136.4769,-29.29964,
205.492, 19:53:16.021,99.55759,-21.2531,121.7906,-19.3224,9.979379,-3.156147,123.8607,27.30372,18.73122,28.29924,134.409,-54.3316,
205.566, 19:53:16.048,95.21888,-58.67241,118.57,-67.37624,10.28606,2.715673,124.5539,-3.422628,23.2154,67.13321,128.6417,-97.96064,
205.5939, 19:53:16.123,93.57539,-27.79238,114.9209,-54.46848,10.25627,0.136259,123.5118,-22.36478,25.57607,44.4383,124.421,-71.68868,
205.6679, 19:53:16.195,92.38689,-14.02539,113.0198,-20.74301,10.29994,-0.9154132,122.275,-17.05276,27.74358,25.00521,121.3367,-31.48707,
205.7403, 19:53:16.251,91.52303,-12.90993,111.8856,-27.62703,10.12231,-3.963988,121.0164,-21.29043,29.23512,20.4278,119.8135,-23.37799,
205.7955, 19:53:16.301,90.74005,-14.67677,109.4956,-31.80763,9.794282,-5.586726,119.5591,-20.11512,30.34942,20.178,118.3545,-17.61095,
205.8464, 19:53:16.371,89.96479,-15.20257,108.5085,-12.67405,9.529166,-3.542724,118.8808,-8.766439,31.37744,19.47944,117.9437,-5.382178,
205.9164, 19:53:16.424,88.90213,-18.03504,107.9633,-4.317928,9.365983,-2.313308,118.4993,-1.647658,32.7044,22.4192,117.7039,-1.268729,
205.9693, 19:53:16.497,87.74976,-18.34172,107.9782,0.5174991,9.24505,-0.993286,118.6784,4.563799,34.13092,24.35846,117.7879,1.59424,
206.042, 19:53:16.551,86.59906,19.36621,108.0283,-1.271512,9.241261,7.267798,119.0724,6.671669,35.76296,-24.64346,117.904,-0.2007745,
206.0953, 19:53:16.622,90.19152,44.07126,107.8179,-3.376136,10.1614,12.23734,119.5196,9.264937,31.02379,-50.88527,117.7626,-3.771301,
206.1679, 19:53:16.698,92.14764,16.55185,107.6032,-10.16799,10.78195,7.97261,120.2388,9.006151,29.35649,-11.19567,117.4292,-2.665926,
206.2429, 19:53:16.751,92.63454,-0.5332897,106.3171,-14.00737,11.33814,9.988379,120.8489,8.56545,29.37132,11.43193,117.3691,-1.438533,
206.2962, 19:53:16.806,92.0792,-20.48896,105.8055,-5.746822,12.06387,7.97298,121.3381,8.941123,30.82368,26.51758,117.2446,-2.762886,
206.3522, 19:53:16.873,90.39638,-31.52599,105.6894,-4.296887,12.20909,0.3351588,121.8256,6.44828,32.26804,25.41895,117.0673,-3.075885,
206.4178, 19:53:16.947,88.24717,-35.7967,105.2832,-4.0564,12.10461,-3.856678,122.1219,3.163406,33.91339,24.1448,116.8707,-2.414799,
206.4918, 19:53:17.037,85.39906,-31.61274,105.1231,-1.998375,11.67069,-4.439996,122.2672,1.334695,35.63872,23.22597,116.7302,-2.76328,
206.5821, 19:53:17.063,83.05299,-34.97082,104.9549,-4.218379,11.37509,-4.286861,122.3412,-0.8127146,37.72958,34.19168,116.4167,-6.511487,
206.6073, 19:53:17.146,81.35748,-35.23637,104.6356,-5.455839,11.17526,-7.51995,122.1733,-3.296239,39.59026,13.94485,115.9776,-8.358994,
206.6904, 19:53:17.194,79.23611,261.3679,104.3639,-3.397321,10.56051,-10.53567,121.9842,-4.272785,39.24011,-15.17483,115.5112,-5.706459,
206.7389, 19:53:17.271,115.7514,69.46529,104.1885,-1.921056,9.788849,-13.88558,121.611,-5.583771,37.59337,-37.46651,115.2267,-2.450079,
206.8152, 19:53:17.346,87.90973,5.816923,104.124,-0.4460504,8.826722,-12.44401,121.287,-4.157382,34.56194,-41.94526,115.2053,0.6485496,
206.891, 19:53:17.421,116.6357,-164.2555,104.1207,-0.4133523,7.897069,-11.69632,120.979,-3.520343,31.21671,-44.17526,115.3253,1.203683,
206.9656, 19:53:17.470,63.20724,-440.4388,104.0619,-0.9816086,7.067706,-12.27033,120.7575,-3.167852,27.9184,-49.58253,115.3863,0.8105689,
207.0154, 19:53:17.546,61.82275,-6.714242,103.9985,-0.6500975,6.370018,-10.4739,120.5848,-2.356542,25.04613,-43.74743,115.4262,0.6469907,
207.0909, 19:53:17.594,62.36633,9.664189,103.9804,-0.1467686,5.755911,-10.37493,120.4624,-1.657375,22.43929,-44.40697,115.4674,0.5030833,
207.1391, 19:53:17.648,63.01839,13.07647,103.9804,-0.03355303,5.086451,-13.14616,120.3797,-1.860995,19.55218,-56.44407,115.4884,-0.2368184,
207.1927, 19:53:17.744,63.69839,10.0546,103.977,0.3388688,4.416742,-9.129146,120.2728,-1.94686,16.68946,-39.41739,115.4432,-0.6338063,
207.2907, 19:53:17.798,64.54278,11.46232,104.0317,0.4465265,3.702369,-9.700021,120.0845,-2.25909,13.57606,-41.34784,115.3923,-1.456327,
207.343, 19:53:17.848,65.42047,14.15215,104.0441,1.434938,2.95943,-13.188,119.9334,-2.922101,10.47744,-53.02929,115.2244,-3.824143,
207.3953, 19:53:17.914,66.02308,0.1991214,104.1818,4.20594,2.322917,-2.898622,119.7789,-4.050813,8.029247,-11.31457,114.9923,-1.543666,
207.4594, 19:53:17.982,65.44364,163.0968,104.5335,5.146098,2.622136,5.310895,119.462,-5.789578,9.16084,20.43272,115.0448,3.038676,
207.5265, 19:53:18.048,87.41808,211.7812,104.8569,3.80575,3.0196,3.863037,119.0194,-12.66917,10.70961,7.482701,115.3909,11.63704,
207.5947, 19:53:18.120,94.10726,70.98449,105.0486,3.744059,3.144981,2.778288,117.7473,-19.29417,10.17359,-5.88585,116.6198,21.34714,
207.6652, 19:53:18.198,97.2638,-192.5896,105.3762,2.985855,3.404955,2.660466,116.3433,-12.98951,9.893226,3.35939,118.3518,14.34832,
207.743, 19:53:18.250,65.54031,-112.8132,105.4915,1.544023,3.53961,-1.346584,115.8206,-6.261138,10.67189,1.770366,118.7481,4.069707,
207.795, 19:53:18.339,82.61992,84.31746,105.5766,0.420095,3.23016,-3.384453,115.5305,-3.395422,10.12303,-3.718848,118.8801,0.3488824,
207.8843, 19:53:18.376,77.45535,-53.873,105.5509,-1.537192,3.061347,-3.549689,115.3408,-2.557582,10.14637,-2.85695,118.7974,-3.319302,
207.9226, 19:53:18.449,75.74605,-29.29142,105.3805,-18.41133,2.777241,-4.794781,115.2042,0.6976115,9.758501,-5.885268,118.4566,-43.19712,
207.9942, 19:53:18.508,74.23685,-48.07722,103.5279,-46.39952,2.534503,13.24807,115.4174,9.76342,9.499709,83.90211,114.051,-121.7564,
208.0545, 19:53:18.582,69.40481,85.7339,99.26054,-42.60725,4.524621,-15.15721,116.492,12.07367,20.82494,-56.26007,102.3973,-130.1371,
208.1267, 19:53:18.649,85.5933,16.97871,97.88404,-12.99108,0.5267555,-13.55826,117.0167,5.742812,2.047414,-62.41608,96.81284,-59.3376,
208.1957, 19:53:18.720,71.80177,-110.6876,97.42654,-4.882272,2.610542,21.13344,117.3027,3.379633,12.01339,108.1326,94.02034,-32.90355,
208.2654, 19:53:18.773,70.2356,11.19477,97.20663,-2.593758,3.458982,-14.73531,117.4856,2.572992,17.05062,-69.82769,92.24754,-24.23849,
208.3177, 19:53:18.848,73.16729,50.34958,97.11015,-0.8360014,0.8131468,1368.256,117.6166,1.838195,3.495894,1251.596,91.06376,-14.23325,
208.3941, 19:53:18.897,76.71445,36.69407,97.09906,0.4436122,179.5226,1386.848,117.7222,1.573012,178.1027,1259.666,90.41604,-6.298441,
208.443, 19:53:18.968,77.76469,-0.0427983,97.16573,3.773266,174.5712,-60.21907,117.8136,2.1459,161.3194,-189.8086,90.27463,4.700154,
208.5126, 19:53:19.048,76.70938,-88.95984,97.54636,19.1676,172.3839,9.844968,117.9766,-5.659389,155.6017,42.13991,90.97322,87.51031,
