Elapsed_Time, System_Time, Elbow_Angle_L, Elbow_Speed_L, Elbow_Angle_R, Elbow_Speed_R, ArmUD_Angle_L, ArmUD_Speed_L, ArmUD_Angle_R, ArmUD_Speed_R, ArmLR_Angle_L, ArmLR_Speed_L, ArmLR_Angle_R, ArmLR_Speed_R
51.69742, 19:50:41.818,37.6816,19.26,62.75565,-10.01302,39.46421,-17.65813,34.15724,12.44515,49.10509,-25.47409,133.8345,-10.04324,
51.76654, 19:50:41.873,39.10646,23.40659,61.88301,-14.14537,38.22763,-19.39843,35.06359,13.0641,47.69854,-16.56703,132.5597,-22.4344,
51.82222, 19:50:41.932,40.60278,22.59598,60.99028,-4.391338,37.04326,-17.92331,35.78766,18.05021,47.0375,0.6145847,131.0347,-23.70602,
51.87989, 19:50:41.996,41.66789,18.24073,61.38522,8.144359,36.19588,-10.84647,37.10972,22.71825,47.76821,15.51275,129.8724,-17.94887,
51.94489, 19:50:42.070,42.84029,12.13023,61.98931,10.53422,35.71277,-1.369344,38.57441,13.94464,48.94038,23.70734,128.833,-8.229439,
52.01909, 19:50:42.159,43.35635,7.188623,62.85153,16.0097,36.00528,3.632111,39.05074,-3.882354,51.06814,24.87153,128.7269,4.136801,
52.10918, 19:50:42.199,44.02137,11.78011,64.61969,23.10937,36.30952,2.233418,37.93654,-15.36147,53.02674,22.9693,129.5127,10.76887,
52.14769, 19:50:42.253,44.87128,18.17245,65.82342,22.06372,36.2925,-0.8860818,37.07524,-16.80145,54.02201,16.05293,130.1118,11.31085,
52.20114, 19:50:42.322,45.69239,11.8996,66.64852,-14.96675,36.22805,-0.9631749,36.39159,-41.64954,54.50286,6.852482,130.5527,-6.46952,
52.27034, 19:50:42.373,46.33077,9.349871,63.98774,-27.82319,36.17437,-0.8047883,31.96692,-51.66492,54.86247,5.166205,129.3183,-17.421,
52.32239, 19:50:42.448,46.8261,-7.821993,63.27485,-10.00888,36.13046,14.09994,30.12701,-21.49779,55.12929,11.91924,128.4404,-11.22545,
52.39626, 19:50:42.507,45.3458,-13.25117,62.72739,-7.49109,37.94987,18.36718,29.25985,-10.87844,56.36338,10.92574,127.9048,-7.086409,
52.45554, 19:50:42.562,45.06173,-2.287315,62.27742,3.299091,38.57602,7.574563,28.67857,-0.3784682,56.58403,0.5303788,127.4968,2.300534,
52.50997, 19:50:42.633,45.08572,19.58234,63.10252,15.34036,38.81114,-17.70321,29.21681,5.95054,56.42369,-38.30386,128.1664,2.682775,
52.58137, 19:50:42.699,47.5258,125.1247,64.20773,15.85939,36.3484,-27.62781,29.42734,5.381361,51.76419,-52.29546,127.8344,1.711748,
52.64654, 19:50:42.750,62.17448,167.2698,65.26849,14.08736,35.0379,-19.57835,29.95177,7.746796,49.2815,-36.26755,128.4002,6.312951,
52.69866, 19:50:42.820,67.14433,57.62106,65.85999,13.70746,34.05212,-13.10857,30.33593,6.005738,47.51049,-24.53752,128.5748,7.796473,
52.7692, 19:50:42.895,69.24194,28.02186,66.94977,9.42768,33.43008,-6.752896,30.68839,2.912333,46.27187,-13.66191,129.3564,6.126553,
52.84419, 19:50:42.945,71.22237,23.19874,67.232,1.206621,33.06936,-4.657488,30.75977,0.1542733,45.52227,-9.906012,129.4664,0.1859463,
52.89319, 19:50:43.003,72.11842,8.771355,67.09938,7.53353,32.85259,32.97887,30.70752,-4.871696,45.0436,1.06425,129.3795,12.13618,
52.95142, 19:50:43.073,72.1629,-4.260318,68.0398,-9.844765,36.6056,62.52046,30.23739,-17.50134,45.63638,20.54689,130.7678,1.274331,
53.0225, 19:50:43.147,71.56753,-20.94027,65.82639,-22.03458,40.93691,45.71205,28.44448,3.74346,47.70045,36.00636,129.5443,3.78565,
53.0955, 19:50:43.202,69.1458,-37.90081,64.86504,-18.50821,43.19184,59.0943,30.77675,18.48236,50.82422,106.8807,131.3132,26.34945,
53.15041, 19:50:43.270,66.71932,1.260414,63.45885,-14.39207,48.49615,80.11128,30.80871,2.694194,61.37244,159.8227,132.9148,28.18476,
53.21756, 19:50:43.345,69.29965,-6.613868,63.10825,11.79886,52.97075,55.58331,31.10562,33.18163,70.33321,90.74072,134.7536,51.98757,
53.29284, 19:50:43.382,65.77731,-127.0053,65.13935,164.2535,56.41284,89.48252,35.53475,126.7968,74.29658,58.30713,140.3194,83.95985,
53.33007, 19:50:43.452,55.01069,113.4031,81.58789,173.685,63.03814,95.52554,45.37113,99.08108,76.89317,62.9762,144.1997,8.148022,
53.39974, 19:50:43.521,77.90002,78.12509,83.70615,-12.46919,66.62445,72.3867,46.12644,99.55596,81.02869,102.7071,141.1904,-49.29676,
53.46913, 19:50:43.572,65.87484,-166.8029,79.85391,-49.37406,73.10431,73.51466,59.21548,121.7864,91.17571,123.6633,137.3444,-18.31894,
53.52037, 19:50:43.647,57.77823,-121.8486,77.75005,-29.1358,75.49268,6.862266,60.8178,-54.85707,95.94646,101.7798,138.9806,88.39494,
53.59551, 19:50:43.704,50.47597,-162.6954,76.17181,0.9534911,73.97154,0.08277897,52.2828,-151.4595,104.0384,158.8283,148.5155,136.5944,
53.65226, 19:50:43.769,36.32044,-68.15556,77.8758,87.45728,75.5036,13.09043,40.84191,-242.5576,116.8942,172.1174,156.9959,155.1654,
53.7178, 19:50:43.830,42.14138,111.939,86.86677,126.6885,75.57234,-5.952698,22.62098,-256.9085,125.0862,100.997,167.4903,143.6765,
53.77775, 19:50:43.897,50.36704,126.1891,93.77324,-271.2964,74.75663,-22.80311,8.603883,-163.6931,129.5678,61.16586,175.0251,89.91449,
53.84565, 19:50:43.949,58.27557,110.2986,52.17957,-330.1305,72.6568,-37.59863,1.691638,1395.918,132.9067,44.26032,178.9866,-1436.083,
53.89826, 19:50:44.019,63.65955,65.95124,53.98792,24.22359,70.22547,-31.40271,176.8315,1419.758,134.9018,24.01653,1.957133,-1441.359,
53.96754, 19:50:44.086,66.31393,30.50539,55.13203,16.97872,68.82933,-20.4083,174.7365,-20.06259,135.8339,8.005516,3.308856,13.51465,
54.03381, 19:50:44.151,67.79449,17.19267,56.28934,16.4248,67.45918,-20.64757,174.112,-1.538925,135.9869,-1.923396,3.789012,2.280466,
54.0991, 19:50:44.220,68.57588,8.114604,57.29296,26.55796,66.11283,-16.89173,174.534,11.37091,135.5809,-8.116486,3.608886,-6.14747,
54.16755, 19:50:44.275,68.87976,-176.217,59.84129,23.01724,65.20002,-11.7163,175.6328,18.53095,134.9014,-11.54912,2.966829,-11.38512,
54.22364, 19:50:44.344,46.6301,-164.6648,60.15949,4.563443,64.6537,-7.334061,176.8419,21.63704,134.1425,-12.13234,2.191,-14.29133,
54.29346, 19:50:44.402,48.14716,22.94835,60.41587,34.26565,64.2766,-5.000965,178.3571,19.96865,133.3738,-12.00555,1.167438,-13.75298,
54.35017, 19:50:44.472,49.53366,-1.458565,64.49498,29.44342,64.02095,-3.409226,179.3684,-1399.1,132.6235,-11.57494,0.4508929,1403.753,
54.42065, 19:50:44.545,47.96165,-11.67545,64.16065,-8.669774,63.843,-2.206543,0.4113902,-1232.638,131.9016,-9.754376,179.7049,1236.45,
54.49463, 19:50:44.594,47.84695,4.180169,63.24249,-107.5602,63.70218,-1.898373,1.293601,68.45811,131.2144,-10.62409,179.0763,-34.15352,
54.5426, 19:50:44.670,48.47145,-8.370869,51.04305,-97.21152,63.61148,-1.182518,8.76026,56.6461,130.606,-9.364638,175.5397,-26.78636,
54.61893, 19:50:44.726,46.8065,-15.12354,51.15965,-51.1621,63.5552,-0.4273563,8.334388,-6.971503,130.0504,-7.995433,175.7469,3.422732,
54.67625, 19:50:44.793,46.45028,5.327034,44.20554,-81.5717,63.55437,2.173122,7.828559,-8.489146,129.5374,-11.78705,175.9971,4.228293,
54.74124, 19:50:44.870,47.45807,57.01322,41.18225,9.533543,63.821,-37.13025,7.296042,-7.959329,128.6087,-37.0087,176.2641,3.992108,
54.81738, 19:50:44.920,54.49691,63.71254,45.55107,51.90769,58.31395,-40.45485,6.70521,61.40024,124.3142,-42.39803,176.5605,-61.62619,
54.8679, 19:50:44.971,55.52811,11.61507,47.75705,51.84118,58.69686,13.74072,15.07319,80.22,123.2384,-15.02865,168.4583,-82.33575,
54.92018, 19:50:45.044,55.69092,-0.6605181,50.88026,127.7655,59.72647,18.75387,14.9517,-2.664985,122.7692,-4.365324,168.0966,-3.87508,
54.99323, 19:50:45.103,55.44533,-3.652197,63.76916,139.858,61.04718,18.24164,14.73921,13.38404,122.6913,-0.1816918,167.9727,-5.109843,
55.05191, 19:50:45.170,55.20983,-2.636942,69.3031,-104.6389,62.12936,14.90214,16.71472,30.28551,122.7453,0.7927217,167.4235,-5.963547,
55.11797, 19:50:45.220,55.11639,-1.604141,50.71644,-168.1639,62.90608,-20.7606,18.51704,20.95698,122.7902,-31.62728,167.2288,-1.210655,
55.16762, 19:50:45.294,55.02421,20.75775,49.84401,-58.22826,59.72704,-38.06915,19.13976,21.17467,119.0856,-47.22917,167.2834,-3.136892,
55.24331, 19:50:45.359,57.71824,32.54145,43.41792,-63.30875,58.13437,-17.92363,21.17114,20.25632,116.8703,-25.6524,166.8356,-3.580949,
55.30803, 19:50:45.399,59.59327,29.93845,40.95498,-39.67964,57.21043,-14.26843,21.9839,13.58297,115.4838,-21.45172,166.7806,-0.4794177,
55.34812, 19:50:45.473,60.85605,24.86364,39.25914,-20.53228,56.63891,-8.032663,22.59476,8.241632,114.622,-17.42509,166.7854,1.391118,
55.42167, 19:50:45.524,62.41868,-26.13163,38.62177,-4.579873,56.29763,40.36309,22.92044,5.825018,113.5036,19.05197,166.9387,1.660845,
55.47306, 19:50:45.595,57.59119,-51.82285,38.68694,1.492361,61.68183,62.00732,23.32253,6.462894,117.0023,39.65796,166.9929,0.5244949,
55.54251, 19:50:45.647,56.15591,-7.493247,38.80212,1.895936,63.79119,27.33024,23.70148,5.686952,118.2963,18.55686,167.002,0.07319351,
55.59564, 19:50:45.699,56.67266,3.402044,38.91934,-45.55199,65.03201,18.68371,24.01964,4.385489,119.2771,16.30921,167.0018,0.6965627,
55.64817, 19:50:45.772,56.51534,-1.186298,33.98947,-37.68211,65.76516,3.132536,24.16482,1.045131,120.0194,3.604311,167.0756,0.007592684,
55.9815, 19:50:46.446,56.21492,-1.341173,24.37945,17.04544,66.24072,3.470698,24.42291,-21.22045,120.6678,7.096032,167.0048,-5.715861,
55.99817, 19:50:46.460,56.04593,-11.82778,39.95541,686.7967,66.97991,49.97918,16.73761,-316.8941,122.503,107.4098,165.0751,-72.65545,
56.01484, 19:50:46.477,55.82062,-6.759212,47.27494,219.5893,67.90686,27.80888,13.85873,-86.36776,124.2485,52.36484,164.5827,-14.77226,
56.0315, 19:50:46.493,55.82062,-20.27066,47.27494,106.3693,67.90686,18.74022,13.85873,-32.74966,124.2485,40.31495,164.5827,6.380407,
56.04817, 19:50:46.510,55.14494,-20.27066,50.82053,106.3693,68.53152,18.74022,12.76709,-32.74966,125.5923,40.31495,164.7953,6.380407,
56.06483, 19:50:46.527,55.14494,-73.2227,50.82053,75.78313,68.53152,13.46876,12.76709,-60.49202,125.5923,57.31449,164.7953,84.32227,
56.0815, 19:50:46.543,52.70422,-73.2227,53.3466,75.78313,68.98048,13.46876,10.75072,-60.49202,127.5028,57.31449,167.606,84.32227,
56.09817, 19:50:46.560,52.70422,-73.20794,53.3466,135.2546,68.98048,6.765851,10.75072,-60.82241,127.5028,45.374,167.606,86.02426,
56.11483, 19:50:46.577,50.264,-71.418,57.85502,131.9476,69.206,6.600424,8.723339,-59.3353,129.0152,44.2646,170.4735,83.92096,
56.13234, 19:50:46.594,50.264,-34.77984,57.85502,107.2361,69.206,0.6080161,8.723339,-143.0439,129.0152,32.15496,170.4735,169.4791,
56.149, 19:50:46.611,49.07563,-35.65152,61.51909,109.9238,69.22678,0.6232548,3.835779,-146.629,130.1139,32.96086,176.2643,173.7267,
56.16567, 19:50:46.628,49.07563,-33.01408,61.51909,72.79918,69.22678,-3.20151,3.835779,5268.672,130.1139,25.50635,176.2643,-5273.34,
56.18234, 19:50:46.644,47.97505,-33.01408,63.94597,72.79918,69.12005,-3.20151,179.4756,5268.672,130.9642,25.50635,0.468843,-5273.34,
56.19901, 19:50:46.661,47.97505,-22.85655,63.94597,442.1115,69.12005,-8.035273,179.4756,-93.63379,130.9642,21.67333,0.468843,78.6847,
56.2163, 19:50:46.698,47.19888,66.10726,78.95938,503.791,68.84718,-14.89354,176.296,-155.3217,131.7002,30.9625,3.140852,125.2506,
56.24204, 19:50:46.773,50.81989,41.44384,85.62591,-106.2023,68.47913,-12.86115,172.7916,-59.77534,132.2966,12.71681,5.858827,45.06173,
56.31784, 19:50:46.822,51.40707,7.005254,68.17564,-203.2272,67.54127,-13.54221,170.2264,-32.17943,132.9914,9.460366,7.716403,23.03442,
56.3662, 19:50:46.893,51.68966,2.35967,60.39306,-125.216,66.79771,-11.10237,168.7961,-17.73521,133.4712,6.350077,8.718798,12.32204,
56.43753, 19:50:46.970,51.6895,7.883913,53.18855,-65.02448,66.21243,-6.203849,168.1037,-4.407698,133.7515,-3.474254,9.191227,2.887125,
56.51407, 19:50:47.020,52.85548,53.05198,50.7777,2.656786,65.88033,14.76678,168.1444,42.55049,132.9575,-46.93469,9.145725,-35.67435,
56.56352, 19:50:47.074,58.37382,195.4163,53.52329,-2.060117,68.07298,13.27829,173.4648,-1561.136,127.8379,-199.6894,4.696414,1615.03,
56.61725, 19:50:47.144,73.01778,211.4997,50.56515,-89.41639,67.25034,-11.76219,7.0724,-1099.919,112.3543,-228.1696,175.7782,1283.674,
56.68951, 19:50:47.198,85.02024,125.2309,42.2579,-234.5856,66.59108,39.69024,34.88823,511.0833,99.09126,-140.7869,166.4239,-142.117,
56.74222, 19:50:47.284,88.66829,71.93513,21.24821,-130.0737,72.21056,152.9711,70.94416,440.9661,94.75967,-61.16407,158.0174,-174.2801,
56.82736, 19:50:47.344,94.93662,59.16095,24.32702,-7.736445,87.67841,173.3671,95.67616,213.1497,90.65969,-25.70483,142.3991,-152.8082,
56.88984, 19:50:47.394,97.40125,42.06192,20.10621,69.32088,97.80188,134.2739,102.4079,78.76395,90.96529,-7.394316,135.4608,-84.28457,
56.93863, 19:50:47.450,99.61657,-199.4924,32.03989,109.2639,102.6182,102.3516,104.4397,67.5891,89.83698,182.1155,133.0213,-57.49889,
56.99487, 19:50:47.522,76.44702,-376.9059,31.58303,71.69717,108.5527,74.80511,109.5073,59.06928,110.0943,50.17276,129.4213,-39.96923,
57.06758, 19:50:47.580,51.01379,-212.4158,41.28538,74.82609,112.2644,45.08908,112.0568,31.56833,96.30685,-143.0475,127.8672,-16.74866,
57.12672, 19:50:47.645,48.44056,-115.4081,41.44866,-23.60882,114.4975,30.32407,113.6695,47.34992,91.23384,-76.67051,127.213,-24.72214,
57.18934, 19:50:47.720,36.96155,-110.5217,38.41074,-22.14202,115.9567,17.15791,117.8222,48.15388,86.97135,-56.10551,124.857,-29.17623,
57.26411, 19:50:47.771,33.25639,12.72081,38.40665,-10.53896,116.8548,34.44992,120.2852,28.03264,83.52571,-94.80975,123.2046,-19.30376,
57.31602, 19:50:47.821,38.5731,89.90681,37.0756,-37.02966,120.3211,24.09127,121.3735,-1.541981,74.96027,-91.43121,122.4115,-33.50546,
57.36583, 19:50:47.923,42.4023,84.63757,34.63975,122.6908,119.3055,-115.9283,120.1284,-149.447,74.22473,-41.2169,119.7962,-52.42973,
57.4677, 19:50:47.972,51.41028,180.2082,55.68441,264.493,102.738,-200.3586,98.70655,-264.8544,68.70881,-52.61148,114.4594,-40.98349,
57.51768, 19:50:48.019,69.76583,220.8013,74.80144,414.2656,88.88226,-278.7272,79.91182,-402.2529,66.23599,-21.84915,113.5731,-2.726695,
57.56374, 19:50:48.076,72.61662,-9.554854,95.47157,-46.26562,75.96826,-120.8813,60.07312,-192.0797,66.61036,12.82842,114.1975,16.3445,
57.62039, 19:50:48.144,68.78441,-87.7552,70.04929,-218.9953,76.46599,7.196798,60.18244,5.407781,67.55366,12.74744,115.2519,17.98862,
57.68906, 19:50:48.201,61.61943,-65.70757,68.02782,-343.9199,76.87014,-93.5528,60.75081,44.2846,68.20782,-28.1312,116.4518,-77.23975,
57.74466, 19:50:48.269,60.61909,-51.23117,27.3112,-344.4339,64.84041,-123.0703,65.68558,15.27583,64.05786,-54.49698,105.6535,-73.73208,
57.81353, 19:50:48.328,55.2427,-53.59436,25.15621,-15.38923,61.55161,-39.02425,62.65219,-32.92525,61.4246,-33.64877,107.2743,50.65581,
57.87255, 19:50:48.395,53.76503,-15.50989,25.3431,18.81742,59.84969,-22.00934,61.47484,-16.72356,59.7546,-22.34747,112.1318,57.80119,
57.93855, 19:50:48.447,53.30361,-154.1911,27.50882,33.47942,58.79993,-12.92464,60.56136,-12.77823,58.63065,-15.93211,114.5008,32.01265,
57.99201, 19:50:48.525,35.3452,-184.7722,29.34259,27.4571,58.30569,-1.960686,59.94834,-7.721684,57.85133,-10.71035,115.9561,19.0437,
58.06818, 19:50:48.594,29.35069,-49.33117,31.06821,48.81861,58.54576,7.481397,59.56036,-2.028212,57.24222,-7.558965,116.9695,10.02743,
58.13831, 19:50:48.647,28.1278,-85.03331,36.485,86.64094,59.40026,20.5433,59.6516,5.997933,56.74541,-10.86938,117.4231,2.624329,
58.19186, 19:50:48.719,18.83377,-115.6936,41.78397,91.71061,61.08656,48.23668,60.30219,18.46048,55.89789,-25.86237,117.2941,-35.30184,
58.26365, 19:50:48.769,13.62771,-61.88889,47.97926,76.80546,65.44585,56.82727,61.96529,19.70474,53.50404,-32.98916,112.9987,-75.64852,
58.31359, 19:50:48.848,11.29998,-34.28049,51.13356,22.75219,68.00419,38.67638,62.70086,5.434935,51.8821,-30.01746,108.0854,-97.54613,
58.39322, 19:50:48.897,9.185984,2.545545,50.92727,-14.60302,70.45715,38.40956,62.66949,5.795492,49.61467,-53.24302,100.3596,-124.5361,
58.4407, 19:50:48.954,11.62352,27.96109,49.27749,-72.59486,72.88612,31.13724,63.43748,19.52478,45.11481,-59.55775,92.25658,-140.8795,
58.49712, 19:50:49.020,12.09127,13.03821,43.38432,-43.1448,73.69246,8.753487,64.69821,10.62629,43.42634,-22.44685,85.72158,-68.13395,
58.56378, 19:50:49.071,13.22833,34.80886,43.96701,2.019533,73.96354,1.902138,64.74541,-1.512184,42.35194,-13.30433,83.87032,-21.50479,
58.61469, 19:50:49.124,16.18358,48.43031,43.62174,-87.34061,73.91608,-17.46085,64.52043,-10.56861,41.86222,-7.580504,83.19337,23.56765,
58.66737, 19:50:49.203,18.24495,17.93178,34.9199,-49.98805,72.15487,-24.10224,63.65067,-14.07631,41.56672,1.140666,86.31155,76.73159,
58.74751, 19:50:49.268,18.56542,18.82398,36.98194,16.39562,70.71464,-13.17374,62.65071,-9.851588,42.01373,9.606257,93.38545,112.422,
58.81197, 19:50:49.321,20.96704,13.25683,37.29083,-5.40218,70.24985,-17.91764,62.22606,-2.555287,42.95585,35.75225,102.5686,127.6214,
58.86581, 19:50:49.394,20.13367,-25.33447,36.34288,-33.0054,68.59502,-25.71119,62.34842,16.368,46.24313,67.89244,108.4828,98.05915,
58.93838, 19:50:49.447,17.76467,-15.88756,33.11882,-23.89182,66.99986,-14.04606,64.29504,31.32057,51.53772,68.00745,114.9637,82.5739,
58.9912, 19:50:49.532,18.14154,68.4726,33.3471,15.57664,66.8338,-3.367926,66.27568,12.92344,54.77053,24.46424,118.8366,28.18156,
59.07629, 19:50:49.571,27.20818,144.3727,35.2671,66.68597,66.53536,-8.316026,66.07739,-6.650609,54.91174,1.658044,118.8504,-1.302937,
59.11536, 19:50:49.647,36.06697,184.8221,41.62688,142.6201,65.80128,7.295226,65.44994,-9.607313,54.97639,-57.42165,118.6749,-1.87219,
59.19168, 19:50:49.694,48.53424,288.2009,51.7236,84.42899,67.37714,-9.991323,64.96883,-7.084948,48.28603,-66.55131,118.6343,-0.4384665,
59.23845, 19:50:49.769,71.54128,-64.59049,52.01915,-161.1433,64.57146,282.1676,64.57786,294.0242,46.78467,222.7383,118.6209,-0.6737593,
59.31359, 19:50:49.838,40.66001,-180.0467,32.0786,-79.1335,101.7762,281.7269,100.8134,313.3056,75.44007,190.3546,118.5522,4.62738,
59.38209, 19:50:49.894,45.67894,53.7719,40.65222,100.6291,105.0394,42.42612,109.5818,94.33827,74.12766,-27.86207,119.2856,8.960285,
59.43865, 19:50:49.950,47.38478,29.60484,44.66337,-147.4815,107.0821,25.55313,112.6114,42.62413,71.95561,-38.64656,119.6728,5.491792,
59.49503, 19:50:50.022,49.02245,-16.29193,23.99596,-187.1516,107.9253,-11.94291,114.3957,-53.93806,69.763,-13.71876,119.9058,8.949203,
59.56602, 19:50:50.095,45.30975,72.26595,20.82679,94.10018,105.561,-72.57968,105.7416,-154.8656,70.20832,5.708728,120.8126,-1.724863,
59.63878, 19:50:50.147,59.41062,163.042,37.52279,297.678,97.49204,-155.2091,92.1339,-223.5804,70.58363,4.863108,119.6579,-20.42892,
59.69192, 19:50:50.223,65.83678,59.02522,58.30453,160.2438,86.0201,-92.20348,77.59274,-111.8193,70.82059,2.812812,118.2406,-15.33881,
59.76704, 19:50:50.271,66.98151,2.633826,58.07652,-4.024553,85.66553,-4.690213,77.79136,3.618236,70.94441,2.109413,117.6904,-8.764898,
59.8145, 19:50:50.332,66.15965,-270.6783,57.81118,8.908827,85.44514,-91.09023,78.03629,-183.4497,71.07917,-32.23646,117.1662,2.001888,
59.87616, 19:50:50.396,37.44525,-403.4401,59.04865,-108.1497,75.72581,-115.101,57.77344,-169.015,67.42679,-57.69513,117.9089,2.107996,
59.9394, 19:50:50.478,15.76966,-180.4416,44.3032,-63.34659,71.06893,-58.0633,56.92617,17.56728,63.873,-60.053,117.4294,-21.41732,
60.02308, 19:50:50.522,10.93629,4.089596,49.7423,58.76753,67.19564,-55.09411,60.35427,33.3815,58.60431,-114.3458,114.7624,-72.87701,
60.06595, 19:50:50.595,16.28719,69.67953,51.74015,-18.46628,64.09684,-28.90485,61.15056,24.52619,49.40268,-144.7363,108.2069,-194.5611,
60.13845, 19:50:50.645,18.97586,39.01476,47.61167,-42.32123,63.86062,21.06917,63.18409,24.34355,41.90473,-101.8044,92.31408,-199.8816,
60.18816, 19:50:50.705,21.05509,-28.0636,46.56818,-2.226448,66.67165,28.98787,64.12553,7.023664,36.9614,-62.1538,83.77989,-123.6201,
60.24888, 19:50:50.757,15.87697,-53.43154,47.36582,-6.914614,67.06158,7.139876,63.95967,-5.12988,35.04146,-29.07606,78.66345,-78.93423,
60.3015, 19:50:50.820,14.99904,-10.93274,45.78446,-24.49277,67.4809,7.687948,63.54409,-7.035834,33.66586,-19.24453,74.83331,-50.68164,
60.36491, 19:50:50.875,14.60838,4.332356,44.52379,-19.28168,67.95365,6.507567,63.14326,-7.389287,32.80841,-11.56836,72.78259,-24.07532,
60.42022, 19:50:50.944,15.51336,64.15453,43.49539,-0.573442,68.25346,0.5435913,62.66686,-12.88955,32.29249,-5.502877,71.97515,31.58406,
60.48887, 19:50:50.997,22.56088,124.1707,44.45271,65.85295,68.02103,-5.2844,61.54549,-34.02899,32.12628,1.135997,76.6977,135.2361,
60.54168, 19:50:51.070,30.59466,121.5449,51.49364,74.70827,67.61164,-9.311643,58.53383,-32.73439,32.43047,14.85298,88.40041,201.9419,
60.61433, 19:50:51.126,37.80917,29.98627,53.82515,37.12455,66.85285,-11.86489,57.43884,-14.92233,33.98965,42.04825,102.0321,234.6642,
60.66992, 19:50:51.203,34.44018,-100.1227,56.25458,-20.44239,66.09006,-1.307039,56.62015,12.23915,37.82284,99.13871,118.4943,172.2879,
60.74722, 19:50:51.252,24.50399,-106.0539,51.10859,-45.25243,66.67916,1.355023,59.06528,41.04506,47.16407,125.1929,124.9272,67.56591,
60.7969, 19:50:51.312,20.97307,-63.33341,50.50826,-72.01446,66.26212,5.251729,61.8322,61.54164,53.72028,127.9988,127.0741,15.28998,
60.85592, 19:50:51.380,17.61966,-62.53135,43.28063,-117.4957,67.25002,31.99508,65.75484,38.24094,61.07751,115.1272,126.5892,-15.56268,
60.92392, 19:50:51.445,13.03022,24.51403,35.58375,-120.1327,70.32619,30.3123,66.68964,33.79498,68.34395,78.51175,125.0973,-46.32825,
60.98884, 19:50:51.497,20.87814,121.3981,27.31222,-136.9931,71.27923,11.44773,70.24698,55.55217,71.51354,41.83826,120.4312,-81.70425,
61.04081, 19:50:51.569,27.21998,71.35262,19.57115,-64.8931,71.66428,12.22193,73.18291,9.357944,73.23426,24.49649,115.5472,-42.85967,
61.11263, 19:50:51.625,29.71121,-18.37616,19.27881,33.4997,72.79224,4.17517,71.40544,-5.611817,74.54607,4.896379,115.1254,-9.257252,
61.16903, 19:50:51.700,24.86373,53.54234,23.8666,140.9538,72.19963,-10.62853,72.46335,4.791713,73.86209,-16.25659,114.3602,5.089798,
61.24373, 19:50:51.758,36.73039,25.20784,37.75728,226.4485,71.39888,129.1294,72.03362,125.5187,72.4149,32.64463,115.7926,1.429745,
61.3028, 19:50:51.806,28.23559,-59.73325,54.15689,83.92673,89.47229,263.9749,89.25303,250.4656,78.22871,68.42001,114.5514,-7.117102,
61.34999, 19:50:51.895,30.383,51.09284,46.67552,-140.7989,99.44944,143.8371,98.64864,150.3642,79.68536,-8.997052,115.0363,13.37065,
61.43868, 19:50:51.945,35.17825,26.49502,35.02467,-90.9615,109.0173,110.2922,109.685,106.6458,77.00616,-32.29683,116.3683,15.72242,
61.48912, 19:50:51.999,34.06924,-35.95185,34.02008,3.662829,114.7944,116.5264,113.4862,54.51221,75.19192,-29.49934,117.2238,31.19928,
61.54239, 19:50:52.074,31.44954,-27.55012,35.40456,41.78128,121.1028,71.96085,115.3387,4.350926,73.94667,-17.42471,119.6041,45.56428,
61.61698, 19:50:52.145,30.54676,-9.374774,39.36211,40.69105,123.9951,29.83472,114.0425,-10.92781,72.96404,-12.25516,123.0495,36.41014,
61.68983, 19:50:52.195,30.06734,11.32142,41.40396,32.79792,125.5015,10.86612,113.7275,-9.619039,72.13979,-21.46874,124.9723,28.86794,
61.73896, 19:50:52.250,31.92778,15.66922,43.36289,26.54966,125.3205,-13.74374,112.8692,-17.3957,70.34523,-27.17132,126.5709,23.75548,
61.79442, 19:50:52.320,31.70615,-6.211268,44.18073,-13.22507,124.0641,-52.94717,111.9081,-24.64597,69.29801,-6.159284,127.4569,1.359417,
61.86503, 19:50:52.396,31.14474,38.81339,41.69563,-56.70501,118.6456,-90.88705,109.7621,-77.27672,69.56874,18.22369,126.7423,-26.79361,
61.9462, 19:50:52.446,37.59721,104.5623,35.57409,-99.48261,110.2694,-112.8546,100.1791,-122.6862,72.06399,34.49487,123.3902,-51.66111,
61.98986, 19:50:52.518,44.19747,-55.04465,29.277,77.54758,104.5577,-140.3027,94.44691,-93.30217,73.87481,21.23025,120.2933,-62.77718,
62.06321, 19:50:52.572,31.15612,-94.73653,44.64838,173.6415,93.85172,-180.9563,89.26131,-128.5108,74.54826,3.004194,116.0442,-58.42223,
62.11629, 19:50:52.647,32.21988,-39.35714,51.23058,46.33794,81.67932,-89.88138,78.19923,-80.00149,74.25463,-3.404286,112.907,-25.62328,
62.19121, 19:50:52.695,26.11862,-61.43161,50.57939,-231.8554,82.34739,9.531945,79.02156,11.4463,74.11253,-1.785759,112.7646,-2.031195,
62.23833, 19:50:52.750,24.72278,-132.9618,22.935,-227.7605,82.8426,-104.646,79.59614,-173.6869,74.0367,-33.48045,112.6591,-31.60641,
62.29666, 19:50:52.820,12.09784,-145.7463,26.56212,28.72433,71.3125,-104.7716,60.70634,-163.1696,70.58203,-28.70641,109.4317,-25.08391,
62.36626, 19:50:52.873,6.077509,-39.41393,26.6097,-11.05021,69.43919,-23.61995,58.7219,-16.61586,70.3643,-2.494968,109.4501,7.84778,
