Elapsed_Time, System_Time, Euler_Roll, Euler_Pitch, Euler_Yaw, Gyro_Roll, Gyro_Pitch, Gyro_Yaw, Accel_x, Accel_y, Accel_z
0.02, 18:08:30.790,0,0,0,0,0,0,0,0,0,
0.04, 18:08:30.910,0,0,0,0,0,0,0,0,0,
0.3733333, 18:08:31.805,0,0,0,0,0,0,0,0,0,
0.5040419, 18:08:31.923,0,0,0,0,0,0,0,0,0,
0.5915062, 18:08:32.000,0,0,0,0,0,0,0,0,0,
0.6294007, 18:08:32.035,0,0,0,0,0,0,0,0,0,
0.6887773, 18:08:32.097,0,0,0,0,0,0,0,0,0,
0.7314446, 18:08:32.138,0,0,0,0,0,0,0,0,0,
0.7701938, 18:08:32.177,0,0,0,0,0,0,0,0,0,
0.8085929, 18:08:32.216,0,0,0,0,0,0,0,0,0,
0.8416943, 18:08:32.248,0,0,0,0,0,0,0,0,0,
0.8981505, 18:08:32.305,0,0,0,0,0,0,0,0,0,
0.9544333, 18:08:32.361,0,0,0,0,0,0,0,0,0,
0.9876608, 18:08:32.394,0,0,0,0,0,0,0,0,0,
1.01879, 18:08:32.425,0,0,0,0,0,0,0,0,0,
1.056936, 18:08:32.463,0,0,0,0,0,0,0,0,0,
1.090569, 18:08:32.497,0,0,0,0,0,0,0,0,0,
1.126634, 18:08:32.534,0,0,0,0,0,0,0,0,0,
1.160803, 18:08:32.568,0,0,0,0,0,0,0,0,0,
1.19476, 18:08:32.601,0,0,0,0,0,0,0,0,0,
1.253527, 18:08:32.662,0,0,0,0,0,0,0,0,0,
1.289042, 18:08:32.696,0,0,0,0,0,0,0,0,0,
1.3234, 18:08:32.730,0,0,0,0,0,0,0,0,0,
1.363314, 18:08:32.771,0,0,0,0,0,0,0,0,0,
1.428497, 18:08:32.837,0,0,0,0,0,0,0,0,0,
1.471327, 18:08:32.881,0,0,0,0,0,0,0,0,0,
1.623615, 18:08:33.037,0,0,0,0,0,0,0,0,0,
1.663589, 18:08:33.070,0,0,0,0,0,0,0,0,0,
