
,Elapsed_Time,System_Time,Cursor_Moving,Head_PosX,Head_PosY,Head_PosZ,Head_RotX,Head_RotY,Head_RotZ,RHand_PosX,RHand_PosY,RHand_PosZ,RHand_RotX,RHand_RotY,RHand_RotZ,LHand_PosX,LHand_PosY,LHand_PosZ,LHand_RotX,LHand_RotY,LHand_RotZ,
,0.02000,16:51:12.513,0,0.00000,-0.05000,0.00000,0.00000,0.00000,0.00000,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.04000,16:51:12.580,0,-10.00000,-0.05000,0.00000,0.00000,0.00000,0.00000,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.37333,16:51:13.479,0,-10.00998,-0.23893,0.20729,10.97214,344.53170,3.46410,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.49318,16:51:13.594,0,-10.01218,-0.24351,0.20569,6.79398,347.63980,2.12201,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.57097,16:51:13.666,0,-10.01278,-0.24518,0.20732,8.36429,348.56820,1.99625,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.59288,16:51:13.684,0,-10.01285,-0.24549,0.20777,8.42233,349.02830,2.04676,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.65390,16:51:13.749,0,-10.01301,-0.24591,0.20873,7.98734,349.35250,2.28818,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.68960,16:51:13.782,0,-10.01305,-0.24573,0.20900,7.41687,348.83670,1.97725,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.71556,16:51:13.805,0,-10.01307,-0.24546,0.20915,6.88277,348.60190,1.64527,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.73047,16:51:13.822,0,-10.01307,-0.24524,0.20932,6.48513,348.49580,1.43421,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.75137,16:51:13.843,0,-10.01310,-0.24492,0.20959,5.94364,348.35530,1.14690,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.76757,16:51:13.859,0,-10.01312,-0.24467,0.20981,5.51898,348.24720,0.92297,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.79084,16:51:13.884,0,-10.01315,-0.24430,0.21012,4.90193,348.09340,0.59966,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.80941,16:51:13.934,0,-10.01318,-0.24401,0.21036,4.42652,347.97760,0.35220,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.86413,16:51:13.960,0,-10.01249,-0.24213,0.20658,2.05012,348.14840,1.12700,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.88568,16:51:13.979,0,-10.01292,-0.24188,0.20626,1.76469,347.78020,1.44742,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.91381,16:51:14.005,0,-10.01339,-0.24187,0.20608,1.67824,347.07120,2.09642,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.93087,16:51:14.022,0,-10.01332,-0.24211,0.20610,1.29050,346.27040,3.39412,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.95546,16:51:14.046,0,-10.01408,-0.24217,0.20599,0.14359,346.51830,2.89924,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,0.98249,16:51:14.078,0,-10.01427,-0.24170,0.20555,359.24150,346.97210,3.14118,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.01406,16:51:14.106,0,-10.01425,-0.24098,0.20497,358.70180,347.25230,3.09806,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.04875,16:51:14.143,0,-10.01365,-0.23643,0.21121,357.96510,347.09940,2.75334,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.06810,16:51:14.161,0,-10.01307,-0.23605,0.21119,357.22400,347.49220,2.81338,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.08613,16:51:14.177,0,-10.01221,-0.23544,0.21096,356.62790,347.84370,2.84928,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.10584,16:51:14.197,0,-10.01138,-0.23496,0.21092,355.86580,348.28100,2.94189,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.12626,16:51:14.218,0,-10.01050,-0.23474,0.21092,355.33420,348.73680,2.96794,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.14823,16:51:14.239,0,-10.00980,-0.23456,0.21103,354.87530,349.27410,2.95514,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.17601,16:51:14.267,0,-10.00946,-0.23424,0.21122,354.36070,349.76480,2.55225,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.19733,16:51:14.288,0,-10.00916,-0.23392,0.21140,353.82120,350.14050,2.20640,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.22147,16:51:14.313,0,-10.00914,-0.23358,0.21163,353.37410,350.39580,1.76953,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.23947,16:51:14.329,0,-10.00921,-0.23319,0.21189,352.85080,350.64120,1.34000,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.26018,16:51:14.353,0,-10.00943,-0.23270,0.21217,352.32920,350.76860,1.08487,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.33617,16:51:14.431,0,-10.01022,-0.23298,0.21203,352.11680,350.66940,1.35605,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.35445,16:51:14.446,0,-10.01089,-0.23188,0.21299,351.13400,351.32480,0.95066,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.39345,16:51:14.566,0,-10.01170,-0.23178,0.21321,350.76010,351.60560,0.82352,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.48951,16:51:14.585,0,-10.01310,-0.23208,0.21304,350.32880,351.61630,1.84381,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.54969,16:51:14.643,0,-10.01418,-0.23166,0.21303,349.96010,351.85070,2.03917,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.69246,16:51:14.790,0,-10.01446,-0.23131,0.21096,349.03910,352.59270,2.55526,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.72137,16:51:14.815,0,-10.01441,-0.23028,0.20917,348.64970,352.92790,2.66894,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.83523,16:51:14.931,0,-10.01477,-0.22854,0.20273,346.33080,353.43850,2.20461,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.91935,16:51:15.014,0,-10.01500,-0.22912,0.20069,345.29080,353.37940,2.35335,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.96410,16:51:15.058,0,-10.01446,-0.22892,0.20007,344.62510,353.74260,2.37601,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,1.98579,16:51:15.078,0,-10.01415,-0.22871,0.19975,344.41650,354.16180,2.07253,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,2.00253,16:51:15.096,0,-10.01378,-0.22858,0.19939,344.43570,354.40660,1.80340,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,2.02643,16:51:15.119,0,-10.01324,-0.22850,0.19895,344.40720,355.08160,1.84361,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,2.04680,16:51:15.138,0,-10.01305,-0.22868,0.19883,344.46180,355.17060,1.96154,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,2.06505,16:51:15.157,0,-10.01276,-0.22877,0.19865,344.29010,355.53490,2.04642,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,2.08500,16:51:15.177,0,-10.01222,-0.22879,0.19841,343.98510,356.04740,2.14180,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,2.09968,16:51:15.191,0,-10.01191,-0.22884,0.19827,343.84660,356.31320,2.18997,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,2.11640,16:51:15.209,0,-10.01130,-0.22891,0.19810,343.51060,356.79620,2.26830,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,2.13191,16:51:15.224,0,-10.01093,-0.22897,0.19803,343.28370,356.97290,2.26600,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,2.15018,16:51:15.241,0,-10.01017,-0.22915,0.19790,342.95360,357.31130,2.18172,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,77.58084,29.86709,313.53880,
,2.16491,16:51:15.257,0,-10.00973,-0.22931,0.19782,342.87050,357.45000,2.05261,0.15033,-0.94365,0.50698,75.20457,356.94750,49.60896,-0.13420,-0.95609,0.50160,57.07822,47.76149,340.26220,
,2.18391,16:51:15.276,0,-10.00890,-0.22952,0.19768,342.66480,357.83780,1.77315,0.15033,-0.94365,0.50698,69.96581,349.88260,47.14299,-0.13420,-0.95609,0.50160,49.43505,48.18858,343.12260,
