
,Elapsed_Time,System_Time,Cursor_Moving,Head_PosX,Head_PosY,Head_PosZ,Head_RotX,Head_RotY,Head_RotZ,RHand_PosX,RHand_PosY,RHand_PosZ,RHand_RotX,RHand_RotY,RHand_RotZ,LHand_PosX,LHand_PosY,LHand_PosZ,LHand_RotX,LHand_RotY,LHand_RotZ,
,0.02000,06:13:10.902,0,0.00000,-0.05000,0.00000,0.00000,0.00000,0.00000,0.09764,-0.91976,0.54130,88.63140,331.97150,27.31548,-0.25681,-1.04433,0.34560,75.94803,351.63280,274.33730,
,0.04000,06:13:10.972,0,-10.00000,-0.05000,0.00000,0.00000,0.00000,0.00000,0.09764,-0.91976,0.54130,88.68552,340.72340,36.37942,-0.25681,-1.04433,0.34560,75.80178,351.19940,274.05620,
,0.37333,06:13:11.401,0,-10.02523,-0.22946,0.17308,6.43020,354.83790,354.26470,0.09764,-0.91976,0.54130,88.83099,328.38530,24.84772,-0.25681,-1.04433,0.34560,76.28626,349.72020,273.41320,
,0.43783,06:13:11.453,0,-10.02391,-0.23274,0.17316,6.92334,356.15410,354.40600,0.09764,-0.91976,0.54130,88.92335,335.75930,32.25349,-0.25681,-1.04433,0.34560,76.23318,350.01240,273.69760,
,0.49817,06:13:11.508,0,-10.02554,-0.23646,0.17223,7.88057,357.96390,352.83660,0.09764,-0.91976,0.54130,89.06122,348.93410,45.45687,-0.25681,-1.04433,0.34560,76.09393,349.93620,273.60020,
,0.51500,06:13:11.527,0,-10.02609,-0.23739,0.17196,8.26992,358.26170,352.52550,0.09764,-0.91976,0.54130,89.07064,348.12870,44.63780,-0.25681,-1.04433,0.34560,76.09019,349.79550,273.44270,
,0.56329,06:13:11.589,0,-10.02707,-0.23967,0.17184,9.80975,358.77120,352.71800,0.09764,-0.91976,0.54130,88.87883,334.77160,31.18780,-0.25681,-1.04433,0.34560,76.03222,349.62610,273.21610,
,0.60462,06:13:11.614,0,-10.02711,-0.24025,0.17248,10.12581,358.92910,353.24680,0.09764,-0.91976,0.54130,88.82181,331.94790,28.31775,-0.25681,-1.04433,0.34560,75.98214,349.78570,273.36520,
,0.62804,06:13:11.637,0,-10.02717,-0.24046,0.17322,10.18390,359.01860,353.70150,0.09764,-0.91976,0.54130,88.85636,331.61130,27.95140,-0.25681,-1.04433,0.34560,75.97099,349.87040,273.44600,
,0.64392,06:13:11.652,0,-10.02719,-0.24057,0.17367,10.12434,359.04710,354.05030,0.09764,-0.91976,0.54130,88.92316,332.77350,29.10306,-0.25681,-1.04433,0.34560,75.98277,349.86660,273.43290,
,0.66203,06:13:11.671,0,-10.02717,-0.24068,0.17415,9.98457,359.05330,354.48680,0.09764,-0.91976,0.54130,89.01762,335.33550,31.65911,-0.25681,-1.04433,0.34560,76.02827,349.71950,273.27100,
,0.68066,06:13:11.689,0,-10.02710,-0.24081,0.17459,9.78118,359.04700,354.94040,0.09764,-0.91976,0.54130,89.09734,338.24740,34.56509,-0.25681,-1.04433,0.34560,76.08520,349.49210,273.03340,
,0.70155,06:13:11.710,0,-10.02700,-0.24114,0.17484,9.23149,359.06890,355.39540,0.09764,-0.91976,0.54130,89.16304,341.51070,37.81636,-0.25681,-1.04433,0.34560,76.16377,349.10190,272.63100,
,0.71489,06:13:11.723,0,-10.02694,-0.24147,0.17496,8.76051,359.13470,355.64320,0.09764,-0.91976,0.54130,89.17718,342.82590,39.12318,-0.25681,-1.04433,0.34560,76.21265,348.90180,272.41970,
,0.73427,06:13:11.743,0,-10.02683,-0.24213,0.17499,7.91331,359.22810,355.98750,0.09764,-0.91976,0.54130,89.17291,343.26910,39.55197,-0.25681,-1.04433,0.34560,76.27740,348.79840,272.30130,
,0.74949,06:13:11.758,0,-10.02672,-0.24273,0.17498,7.22814,359.24700,356.26530,0.09764,-0.91976,0.54130,89.15674,342.57220,38.83744,-0.25681,-1.04433,0.34560,76.30936,348.91670,272.41240,
,0.76799,06:13:11.777,0,-10.02655,-0.24350,0.17501,6.37268,359.17180,356.63320,0.09764,-0.91976,0.54130,89.13793,340.87380,37.11821,-0.25681,-1.04433,0.34560,76.31339,349.23690,272.72940,
,0.78326,06:13:11.792,0,-10.02636,-0.24417,0.17507,5.66141,359.08880,357.02080,0.09764,-0.91976,0.54130,89.12107,339.01650,35.24638,-0.25681,-1.04433,0.34560,76.29768,349.54220,273.03280,
,0.79718,06:13:11.806,0,-10.02618,-0.24467,0.17515,5.18580,358.97370,357.34300,0.09764,-0.91976,0.54130,89.10387,337.47990,33.70127,-0.25681,-1.04433,0.34560,76.27445,349.79710,273.28560,
,0.82003,06:13:11.831,0,-10.02589,-0.24542,0.17542,4.49463,358.76180,357.86700,0.09764,-0.91976,0.54130,89.07254,336.50030,32.71540,-0.25681,-1.04433,0.34560,76.22534,350.10540,273.57970,
,0.84499,06:13:11.853,0,-10.02570,-0.24598,0.17586,3.88430,358.83480,358.26490,0.09764,-0.91976,0.54130,89.04284,339.28880,35.50777,-0.25681,-1.04433,0.34560,76.19395,350.19250,273.65680,
,0.85937,06:13:11.868,0,-10.02560,-0.24625,0.17612,3.52350,358.95630,358.37880,0.09764,-0.91976,0.54130,89.03938,342.84360,39.06870,-0.25681,-1.04433,0.34560,76.18885,350.18640,273.65120,
,0.87341,06:13:11.882,0,-10.02554,-0.24645,0.17651,3.26349,359.09940,358.42380,0.09764,-0.91976,0.54130,89.05664,346.64240,42.87647,-0.25681,-1.04433,0.34560,76.19233,350.14320,273.61010,
,0.88768,06:13:11.897,0,-10.02548,-0.24667,0.17696,3.01172,359.24130,358.48070,0.09764,-0.91976,0.54130,89.09821,351.43960,47.67965,-0.25681,-1.04433,0.34560,76.21433,350.05780,273.53020,
,0.90382,06:13:11.914,0,-10.02547,-0.24674,0.17720,3.05874,359.42270,358.30140,0.09764,-0.91976,0.54130,89.16187,356.15420,52.40248,-0.25681,-1.04433,0.34560,76.24707,349.94760,273.42280,
,0.91844,06:13:11.926,0,-10.02539,-0.24683,0.17726,3.08750,359.52930,358.25310,0.09764,-0.91976,0.54130,89.21391,359.15500,55.40545,-0.25681,-1.04433,0.34560,76.27500,349.83230,273.30750,
