Elapsed_Time,System_Time,Cursor_Moving,Head_PosX,Head_PosY,Head_PosZ,Head_RotX,Head_RotY,Head_RotZ,RHand_PosX,RHand_PosY,RHand_PosZ,RHand_RotX,RHand_RotY,RHand_RotZ,LHand_PosX,LHand_PosY,LHand_PosZ,LHand_RotX,LHand_RotY,LHand_RotZ,
,0.02000,18:37:19.432,0,0.00000,-0.05000,0.00000,0.00000,0.00000,0.00000,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.04000,18:37:19.500,0,-10.00000,-0.05000,0.00000,0.00000,0.00000,0.00000,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.37333,18:37:20.108,0,-9.66570,-0.44259,0.33065,333.06380,296.30140,6.84804,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.45959,18:37:20.188,0,-9.65706,-0.44189,0.34020,331.21570,315.61270,355.37370,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.52356,18:37:20.248,0,-9.65575,-0.44271,0.34357,333.71590,323.20750,353.89760,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.56689,18:37:20.290,0,-9.65551,-0.44313,0.34480,334.83710,324.64250,353.25720,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.61979,18:37:20.343,0,-9.65576,-0.44355,0.34578,335.97430,324.86980,352.85780,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.64396,18:37:20.367,0,-9.65627,-0.44368,0.34585,336.39220,324.47630,353.28990,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.66599,18:37:20.388,0,-9.65685,-0.44373,0.34570,336.62740,324.12420,354.02150,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.68011,18:37:20.402,0,-9.65726,-0.44374,0.34550,336.73220,323.94660,354.69630,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.70006,18:37:20.422,0,-9.65789,-0.44373,0.34515,336.84460,323.93870,355.83470,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.71487,18:37:20.436,0,-9.65828,-0.44372,0.34491,336.90130,324.17360,356.71150,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.73536,18:37:20.457,0,-9.65882,-0.44370,0.34454,336.95880,324.75280,358.03730,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.75153,18:37:20.473,0,-9.65901,-0.44368,0.34438,336.93700,325.50490,358.85540,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.77155,18:37:20.492,0,-9.65901,-0.44367,0.34436,336.93870,326.71850,359.57020,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.78559,18:37:20.507,0,-9.65901,-0.44368,0.34438,336.96690,327.67270,0.11930,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.80589,18:37:20.528,0,-9.65910,-0.44373,0.34446,337.11040,329.02120,1.00035,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.86647,18:37:20.591,0,-9.65849,-0.44394,0.34538,337.59780,334.36490,2.64554,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.88354,18:37:20.605,0,-9.65816,-0.44402,0.34578,337.81870,336.11740,2.85341,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.90527,18:37:20.628,0,-9.65760,-0.44415,0.34638,338.14220,338.22160,2.95215,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.92750,18:37:20.650,0,-9.65683,-0.44426,0.34701,338.45480,340.41090,2.72423,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.94566,18:37:20.669,0,-9.65609,-0.44435,0.34753,338.71420,342.16050,2.37831,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.96405,18:37:20.686,0,-9.65523,-0.44443,0.34805,338.97090,343.75770,1.75142,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.97999,18:37:20.701,0,-9.65418,-0.44447,0.34848,339.08250,345.07050,0.84103,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,0.99616,18:37:20.717,0,-9.65286,-0.44445,0.34880,339.03990,346.57740,359.36200,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.00860,18:37:20.731,0,-9.65178,-0.44460,0.34930,339.39190,347.52290,358.47000,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.02343,18:37:20.746,0,-9.65106,-0.44466,0.34953,339.46050,348.45700,357.78450,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.04226,18:37:20.765,0,-9.65038,-0.44459,0.34948,339.26830,349.29360,357.26720,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.05735,18:37:20.779,0,-9.64981,-0.44455,0.34945,339.13680,350.16420,357.02850,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.08148,18:37:20.805,0,-9.64944,-0.44436,0.34908,338.58840,351.09740,357.18300,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.09677,18:37:20.818,0,-9.97072,-0.18208,0.06781,338.96310,351.19750,358.45560,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.11607,18:37:20.837,0,-9.97159,-0.18372,0.06841,338.09230,350.85370,359.17530,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.19393,18:37:20.919,0,-9.97532,-0.18887,0.07227,331.79810,349.67550,359.66900,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.21385,18:37:20.935,0,-9.97497,-0.18831,0.07059,329.75830,349.37460,359.53400,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.22679,18:37:21.015,0,-9.97493,-0.18793,0.06933,328.52310,349.04690,359.72820,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.30759,18:37:21.033,0,-9.97537,-0.18655,0.06243,320.85710,347.48290,2.25012,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.41983,18:37:21.146,0,-9.97696,-0.18784,0.06861,328.63780,346.36210,2.00389,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.51916,18:37:21.246,0,-10.00717,-0.20383,0.12639,334.91560,348.45550,1.15640,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.54112,18:37:21.264,0,-10.00826,-0.20457,0.12909,336.57340,348.32430,0.93222,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.55824,18:37:21.279,0,-10.00904,-0.20536,0.13061,338.13140,348.15200,0.53543,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.57150,18:37:21.294,0,-10.00960,-0.20628,0.13156,339.44860,348.02410,0.13368,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.58609,18:37:21.308,0,-10.01001,-0.20746,0.13208,340.77180,348.02460,359.70940,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.59970,18:37:21.322,0,-10.01022,-0.20858,0.13217,341.83040,348.22380,359.32960,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.61378,18:37:21.335,0,-10.01034,-0.21018,0.13203,342.84890,348.60630,358.94780,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.62834,18:37:21.350,0,-10.01035,-0.21157,0.13151,343.65850,348.94560,358.80890,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.64575,18:37:21.368,0,-10.00997,-0.21299,0.13045,344.14820,349.09340,358.82550,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.66042,18:37:21.384,0,-10.00951,-0.21414,0.12951,344.70970,349.25190,358.86230,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.67545,18:37:21.396,0,-10.00897,-0.21528,0.12877,345.59050,349.43630,358.79290,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.68823,18:37:21.410,0,-10.00856,-0.21654,0.12848,346.62950,349.65780,358.55930,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.70283,18:37:21.426,0,-10.00826,-0.21803,0.12852,347.92490,349.99980,358.19640,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.71878,18:37:21.440,0,-10.00807,-0.21947,0.12876,349.13280,350.36640,357.84140,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.73390,18:37:21.456,0,-10.00807,-0.22080,0.12922,350.27430,350.83320,357.50530,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.74802,18:37:21.471,0,-10.00817,-0.22185,0.12964,351.21470,351.22330,357.26870,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.76194,18:37:21.485,0,-10.00832,-0.22285,0.13000,352.05320,351.67020,357.11920,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
,1.77583,18:37:21.497,0,-10.00843,-0.22374,0.13032,352.66310,352.07850,357.10060,-0.31764,-0.89049,0.78184,77.37086,75.34411,49.20048,-0.43193,-0.89560,0.75291,76.30918,17.64971,311.59460,
