ExampleName's Movement Data:
,Elapsed_Time,System_Time,Cursor_Moving,Head_PosX,Head_PosY,Head_PosZ,Head_RotX,Head_RotY,Head_RotZ,RHand_PosX,RHand_PosY,RHand_PosZ,RHand_RotX,RHand_RotY,RHand_RotZ,LHand_PosX,LHand_PosY,LHand_PosZ,LHand_RotX,LHand_RotY,LHand_RotZ,
,0.02000,04:55:31.2084,0,0.00000,-0.05000,0.00000,0.00000,0.00000,0.00000,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.04000,04:55:32.2358,0,-10.00000,-0.05000,0.00000,0.00000,0.00000,0.00000,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.37333,04:55:33.3546,0,-9.77054,-0.44727,0.32943,339.51030,289.78640,343.73310,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.43900,04:55:33.4065,0,-9.77054,-0.44727,0.32943,339.51040,289.78230,343.73000,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.47930,04:55:33.4434,0,-9.77054,-0.44727,0.32943,339.50760,289.78530,343.72800,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.49614,04:55:33.4594,0,-9.77054,-0.44727,0.32943,339.50700,289.78430,343.72840,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.53045,04:55:33.4952,0,-9.77054,-0.44727,0.32943,339.50750,289.78310,343.72680,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.55558,04:55:33.5192,0,-9.77054,-0.44727,0.32943,339.50960,289.78370,343.72530,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.58348,04:55:33.5471,0,-9.77054,-0.44727,0.32943,339.50780,289.77950,343.72390,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.60488,04:55:33.5690,0,-9.77054,-0.44728,0.32944,339.49140,289.76020,343.73310,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.62024,04:55:33.5840,0,-9.77053,-0.44730,0.32947,339.46330,289.70040,343.78710,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.64220,04:55:33.6060,0,-9.77052,-0.44731,0.32949,339.46670,289.68350,343.85870,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.65590,04:55:33.6179,0,-9.77052,-0.44731,0.32950,0.00000,0.00000,0.00000,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.66985,04:55:33.6329,0,-9.77052,-0.44731,0.32950,339.48910,289.69260,343.90600,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.68292,04:55:33.6458,0,-9.77052,-0.44732,0.32950,339.48930,289.69740,343.91340,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.70197,04:55:33.6658,0,-9.77052,-0.44732,0.32950,339.47310,289.68600,343.88840,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.71658,04:55:33.6788,0,-9.77052,-0.44732,0.32950,0.00000,0.00000,0.00000,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.73781,04:55:33.7007,0,-9.77052,-0.44732,0.32950,339.48600,289.69080,343.92170,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.75297,04:55:33.7167,0,-9.77052,-0.44731,0.32949,339.48930,289.70910,343.88200,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.76979,04:55:33.7336,0,-9.77052,-0.44731,0.32949,339.48930,289.70910,343.88200,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.78256,04:55:33.7456,0,-9.77053,-0.44729,0.32946,339.50010,289.75080,343.82400,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.79753,04:55:33.7605,0,-9.77049,-0.44733,0.32953,0.00000,0.00000,0.00000,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.91786,04:55:33.8877,0,-9.77077,-0.44715,0.32908,339.75180,290.76150,343.53590,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.94744,04:55:33.9126,0,-9.77091,-0.44694,0.32873,339.80060,291.18210,342.57030,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,0.96237,04:55:33.9266,0,-9.77102,-0.44655,0.32821,340.21930,291.89830,341.42460,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,1.19318,04:55:34.1675,0,-9.78062,-0.45928,0.33968,0.52648,294.90850,338.73250,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,1.52652,04:55:34.8550,0,-9.77536,-0.47112,0.35298,14.31167,310.21060,332.86430,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
,1.55951,04:55:34.8700,0,-9.77317,-0.47118,0.35420,13.62402,311.66480,330.77300,0.30515,-0.85147,0.88022,77.16463,350.81590,45.08162,-0.29450,-0.88462,0.73290,75.96386,19.08948,314.51570,
