ExampleName's Movement Data:
,Elapsed_Time,System_Time,Cursor_Moving,Head_PosX,Head_PosY,Head_PosZ,Head_RotX,Head_RotY,Head_RotZ,RHand_PosX,RHand_PosY,RHand_PosZ,RHand_RotX,RHand_RotY,RHand_RotZ,LHand_PosX,LHand_PosY,LHand_PosZ,LHand_RotX,LHand_RotY,LHand_RotZ,
,0.02000,12:22:58.5207,0,0.00000,-0.05000,0.00000,0.00000,0.00000,0.00000,0.60411,-0.91158,0.76930,76.02483,74.34492,40.02900,-0.10407,-0.87938,0.84632,72.03795,51.99585,300.78770,
,0.04000,12:22:58.6094,0,-10.00000,-0.05000,0.00000,0.00000,0.00000,0.00000,0.60411,-0.91158,0.76930,76.02483,74.34492,40.02900,-0.10407,-0.87938,0.84632,72.03795,51.99585,300.78770,
,0.37333,12:22:59.1567,0,-9.82055,-0.46476,0.39592,5.30518,346.02510,338.41380,0.60411,-0.91158,0.76930,76.02483,74.34492,40.02900,-0.10407,-0.87938,0.84632,72.03795,51.99585,300.78770,
,0.43564,12:22:59.2065,0,-9.82248,-0.45941,0.39181,359.57570,348.43160,345.97870,0.60411,-0.91158,0.76930,76.02483,74.34492,40.02900,-0.10407,-0.87938,0.84632,72.03795,51.99585,300.78770,
,0.47708,12:22:59.2454,0,-9.82400,-0.45644,0.38887,355.57450,351.79200,353.07950,0.60411,-0.91158,0.76930,76.02483,74.34492,40.02900,-0.10407,-0.87938,0.84632,72.03795,51.99585,300.78770,
,0.49426,12:22:59.2614,0,-9.82495,-0.45501,0.38729,353.71940,353.01480,356.14820,0.60411,-0.91158,0.76930,76.02483,74.34492,40.02900,-0.10407,-0.87938,0.84632,72.03795,51.99585,300.78770,
,0.53093,12:22:59.2993,0,-9.82705,-0.45265,0.38419,349.57640,354.83830,1.79516,0.60411,-0.91158,0.76930,76.02483,74.34492,40.02900,-0.10407,-0.87938,0.84632,72.03795,51.99585,300.78770,
,0.55808,12:22:59.3292,0,-9.82782,-0.45102,0.38183,346.62140,355.70070,3.86083,0.60411,-0.91158,0.76930,76.02483,74.34492,40.02900,-0.10407,-0.87938,0.84632,72.03795,51.99585,300.78770,
,0.58596,12:22:59.3542,0,-9.82774,-0.44994,0.38017,344.47300,356.39540,4.41064,0.60411,-0.91158,0.76930,76.02483,74.34492,40.02900,-0.10407,-0.87938,0.84632,72.03795,51.99585,300.78770,
,0.60758,12:22:59.3751,0,-9.82727,-0.44952,0.37956,343.61760,356.48180,3.60468,0.60411,-0.91158,0.76930,76.02483,74.34492,40.02900,-0.10407,-0.87938,0.84632,72.03795,51.99585,300.78770,
,0.62875,12:22:59.3960,0,-9.82632,-0.44934,0.37941,343.54030,356.12150,1.78961,0.60411,-0.91158,0.76930,76.02483,74.34492,40.02900,-0.10407,-0.87938,0.84632,72.03795,51.99585,300.78770,
