Basic_Data:
,User_Name,Date_Joined,Time_Logged,Started_PL, Finshed_PL,Difficulty,Last_Image
,ExampleName,09/11/2020,121,1,1,5,4,
Completed_Images:
,Image#,Image#,Image#,Image#,
,0,1,2,3,
Movement_Bounds:
,Offset_XLeft,Time_XLeft,Offset_XRight,Time_XRight,Offset_YDown,Time_YDown,Offset_YUp,Time_YUp,Offset_ZForward,Time_ZForward
,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Placed_Tags:
,Tag_Name,TagX,TagY,TagZ,Tag_Image#
,Shore(Clone),0.49088,-0.48389,1.25148,0
,Person(Clone),-1.02108,-0.15898,0.97053,0
,Tire(Clone),0.03330,-0.29360,-1.19862,0
,Reflection(Clone),-0.06822,-0.45656,-1.18213,0
,Shore(Clone),0.24523,0.12567,1.32321,1
,
Sessions:
,Date_Time,Duration
,9/11/2020 11:17:31 AM,121.62400
,finish,
