Elapsed_Time,System_Time,Cursor_Moving,Head_PosX,Head_PosY,Head_PosZ,Head_RotX,Head_RotY,Head_RotZ,RHand_PosX,RHand_PosY,RHand_PosZ,RHand_RotX,RHand_RotY,RHand_RotZ,LHand_PosX,LHand_PosY,LHand_PosZ,LHand_RotX,LHand_RotY,LHand_RotZ,
,0.02000,15:21:20.532,0,0.00000,-0.05000,0.00000,0.00000,0.00000,0.00000,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,0.04000,15:21:20.894,0,-10.00000,-0.05000,0.00000,0.00000,0.00000,0.00000,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,0.37333,15:21:22.112,0,-10.06366,-0.25455,0.18708,12.62490,11.96907,0.94395,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,0.43866,15:21:22.162,0,-10.06366,-0.25455,0.18708,12.62490,11.96907,0.94395,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,0.57455,15:21:22.555,0,-10.06366,-0.25455,0.18708,12.62490,11.96907,0.94395,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,0.85454,15:21:22.586,0,-10.06366,-0.25455,0.18708,12.62490,11.96907,0.94395,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,0.93321,15:21:22.655,0,-10.06366,-0.25455,0.18708,12.62490,11.96907,0.94395,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,0.99496,15:21:22.716,0,-10.06480,-0.25445,0.18736,12.41242,10.86148,2.08042,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.04542,15:21:22.765,0,-10.06550,-0.25413,0.18727,11.97805,10.20164,2.36648,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.06374,15:21:22.782,0,-10.06581,-0.25390,0.18717,11.65374,9.92642,2.50575,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.13871,15:21:22.859,0,-10.06725,-0.25220,0.18626,9.36327,8.96066,3.36979,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.15953,15:21:22.879,0,-10.06755,-0.25177,0.18600,8.74950,8.76468,3.56507,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.18211,15:21:22.901,0,-10.06783,-0.25134,0.18574,8.23380,8.64568,3.76329,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.19744,15:21:22.914,0,-10.06797,-0.25120,0.18566,8.02949,8.61149,3.93090,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.21184,15:21:22.930,0,-10.06810,-0.25112,0.18561,7.90730,8.60140,4.15497,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.22725,15:21:22.948,0,-10.06826,-0.25109,0.18561,7.87636,8.61608,4.41502,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.26371,15:21:22.982,0,-10.06839,-0.25139,0.18584,8.28822,8.92982,5.00425,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.27823,15:21:22.995,0,-10.06835,-0.25153,0.18593,8.44736,9.04310,5.11024,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.29408,15:21:23.014,0,-10.06828,-0.25168,0.18602,8.63672,9.18224,5.18815,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.31221,15:21:23.031,0,-10.06821,-0.25192,0.18618,8.95694,9.22050,5.17979,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.32685,15:21:23.045,0,-10.06824,-0.25210,0.18630,9.19656,9.25530,5.30533,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.36555,15:21:23.084,0,-10.06845,-0.25242,0.18653,9.57336,9.54501,6.04989,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.38796,15:21:23.107,0,-10.06850,-0.25262,0.18667,9.78281,9.74490,6.40873,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.40188,15:21:23.120,0,-10.06850,-0.25272,0.18673,9.90744,9.89081,6.59849,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.41476,15:21:23.133,0,-10.06849,-0.25281,0.18679,10.03667,10.02594,6.76350,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.43230,15:21:23.151,0,-10.06839,-0.25302,0.18691,10.25900,10.28710,6.97122,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.44948,15:21:23.168,0,-10.06828,-0.25317,0.18700,10.47242,10.50710,7.07973,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.47938,15:21:23.197,0,-10.06812,-0.25339,0.18712,10.72051,10.80611,7.22723,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.49690,15:21:23.215,0,-10.06806,-0.25345,0.18716,10.79604,10.87812,7.24829,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.50986,15:21:23.228,0,-10.06802,-0.25346,0.18716,10.78636,10.91394,7.20994,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.52465,15:21:23.242,0,-10.06793,-0.25340,0.18712,10.72528,10.96674,7.13529,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.53754,15:21:23.254,0,-10.06787,-0.25334,0.18707,10.64418,11.01683,7.07417,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.55039,15:21:23.270,0,-10.06781,-0.25326,0.18701,10.54694,11.07975,7.04721,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.56626,15:21:23.285,0,-10.06779,-0.25318,0.18696,10.44024,11.15296,7.10950,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.58028,15:21:23.298,0,-10.06781,-0.25311,0.18692,10.33334,11.21258,7.20199,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.59452,15:21:23.313,0,-10.06782,-0.25306,0.18689,10.24850,11.26308,7.25283,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.60894,15:21:23.327,0,-10.06779,-0.25300,0.18685,10.17846,11.30129,7.24530,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.62269,15:21:23.341,0,-10.06771,-0.25294,0.18680,10.11866,11.34844,7.13580,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.63736,15:21:23.355,0,-10.06757,-0.25290,0.18677,10.09342,11.38588,6.94504,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.65831,15:21:23.377,0,-10.10079,-0.27539,0.21082,16.96894,6.40272,8.89299,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.67310,15:21:23.390,0,-10.10069,-0.27530,0.21045,16.94671,6.31925,8.55890,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
,1.68629,15:21:23.403,0,-10.10055,-0.27521,0.21008,16.93632,6.20301,8.28543,-0.35637,-0.65685,0.15780,0.00000,354.76150,0.00000,-0.39203,-0.89272,0.68249,75.76124,356.21190,309.28770,
