Elapsed_Time, System_Time, Euler_Roll, Euler_Pitch, Euler_Yaw, Gyro_Roll, Gyro_Pitch, Gyro_Yaw, Accel_x, Accel_y, Accel_z
0.02, 16:44:43.109,0,0,0,0,0,0,0,0,0,
0.04, 16:44:43.294,0,0,0,0,0,0,0,0,0,
0.3733333, 16:44:47.278,0,0,0,0,0,0,0,0,0,
0.7066667, 16:44:48.114,0,0,0,0,0,0,0,0,0,
0.8191081, 16:44:48.210,0,0,0,0,0,0,0,0,0,
0.8553299, 16:44:48.243,0,0,0,0,0,0,0,0,0,
0.9230145, 16:44:48.312,0,0,0,0,0,0,0,0,0,
0.9706808, 16:44:48.357,0,0,0,0,0,0,0,0,0,
1.01023, 16:44:48.397,0,0,0,0,0,0,0,0,0,
1.049212, 16:44:48.436,0,0,0,0,0,0,0,0,0,
1.112479, 16:44:48.502,0,0,0,0,0,0,0,0,0,
1.158987, 16:44:48.550,0,0,0,0,0,0,0,0,0,
1.210817, 16:44:48.599,0,0,0,0,0,0,0,0,0,
1.290279, 16:44:48.690,0,0,0,0,0,0,0,0,0,
1.33354, 16:44:48.720,0,0,0,0,0,0,0,0,0,
1.381556, 16:44:48.769,0,0,0,0,0,0,0,0,0,
1.448753, 16:44:48.836,0,0,0,0,0,0,0,0,0,
1.487189, 16:44:48.874,0,0,0,0,0,0,0,0,0,
1.556123, 16:44:48.944,0,0,0,0,0,0,0,0,0,
1.586799, 16:44:48.974,0,0,0,0,0,0,0,0,0,
1.619713, 16:44:49.006,0,0,0,0,0,0,0,0,0,
1.653453, 16:44:49.039,0,0,0,0,0,0,0,0,0,
1.69692, 16:44:49.083,0,0,0,0,0,0,0,0,0,
1.733765, 16:44:49.120,0,0,0,0,0,0,0,0,0,
1.763083, 16:44:49.149,0,0,0,0,0,0,0,0,0,
1.796737, 16:44:49.182,0,0,0,0,0,0,0,0,0,
1.896876, 16:44:49.287,0,0,0,0,0,0,0,0,0,
1.93196, 16:44:49.319,0,0,0,0,0,0,0,0,0,
1.97487, 16:44:49.438,0,0,0,0,0,0,0,0,0,
2.082158, 16:44:49.473,0,0,0,0,0,0,0,0,0,
2.195418, 16:44:49.586,0,0,0,0,0,0,0,0,0,
2.381174, 16:44:49.778,0,0,0,0,0,0,0,0,0,
2.438089, 16:44:49.826,0,0,0,0,0,0,0,0,0,
2.506625, 16:44:49.896,0,0,0,0,0,0,0,0,0,
2.595741, 16:44:49.984,0,0,0,0,0,0,0,0,0,
2.641755, 16:44:50.030,0,0,0,0,0,0,0,0,0,
2.67719, 16:44:50.063,0,0,0,0,0,0,0,0,0,
2.709445, 16:44:50.097,0,0,0,0,0,0,0,0,0,
2.743004, 16:44:50.130,0,0,0,0,0,0,0,0,0,
2.777441, 16:44:50.163,0,0,0,0,0,0,0,0,0,
2.807129, 16:44:50.195,0,0,0,0,0,0,0,0,0,
2.843955, 16:44:50.231,0,0,0,0,0,0,0,0,0,
2.874541, 16:44:50.260,0,0,0,0,0,0,0,0,0,
2.905593, 16:44:50.292,0,0,0,0,0,0,0,0,0,
2.939298, 16:44:50.326,0,0,0,0,0,0,0,0,0,
2.974933, 16:44:50.362,0,0,0,0,0,0,0,0,0,
3.016056, 16:44:50.402,0,0,0,0,0,0,0,0,0,
3.049278, 16:44:50.436,0,0,0,0,0,0,0,0,0,
3.08109, 16:44:50.467,0,0,0,0,0,0,0,0,0,
3.113433, 16:44:50.499,0,0,0,0,0,0,0,0,0,
3.145294, 16:44:50.533,0,0,0,0,0,0,0,0,0,
3.177912, 16:44:50.565,0,0,0,0,0,0,0,0,0,
3.211168, 16:44:50.598,0,0,0,0,0,0,0,0,0,
3.247044, 16:44:50.636,0,0,0,0,0,0,0,0,0,
3.28509, 16:44:50.671,0,0,0,0,0,0,0,0,0,
3.328666, 16:44:50.715,0,0,0,0,0,0,0,0,0,
3.360703, 16:44:50.747,0,0,0,0,0,0,0,0,0,
3.39313, 16:44:50.779,0,0,0,0,0,0,0,0,0,
3.424798, 16:44:50.812,0,0,0,0,0,0,0,0,0,
3.45938, 16:44:50.845,0,0,0,0,0,0,0,0,0,
3.496343, 16:44:50.885,0,0,0,0,0,0,0,0,0,
3.534893, 16:44:50.924,0,0,0,0,0,0,0,0,0,
3.590114, 16:44:50.979,0,0,0,0,0,0,0,0,0,
3.628404, 16:44:51.016,0,0,0,0,0,0,0,0,0,
3.66572, 16:44:51.053,0,0,0,0,0,0,0,0,0,
3.700542, 16:44:51.086,0,0,0,0,0,0,0,0,0,
3.760406, 16:44:51.147,0,0,0,0,0,0,0,0,0,
3.792379, 16:44:51.178,0,0,0,0,0,0,0,0,0,
3.821058, 16:44:51.208,0,0,0,0,0,0,0,0,0,
3.852373, 16:44:51.237,0,0,0,0,0,0,0,0,0,
3.893045, 16:44:51.280,0,0,0,0,0,0,0,0,0,
3.92664, 16:44:51.314,0,0,0,0,0,0,0,0,0,
3.958864, 16:44:51.344,0,0,0,0,0,0,0,0,0,
3.989767, 16:44:51.378,0,0,0,0,0,0,0,0,0,
4.021817, 16:44:51.407,0,0,0,0,0,0,0,0,0,
4.053605, 16:44:51.439,0,0,0,0,0,0,0,0,0,
4.084538, 16:44:51.471,0,0,0,0,0,0,0,0,0,
4.116685, 16:44:51.502,0,0,0,0,0,0,0,0,0,
4.148732, 16:44:51.535,0,0,0,0,0,0,0,0,0,
4.179082, 16:44:51.565,0,0,0,0,0,0,0,0,0,
4.212489, 16:44:51.599,0,0,0,0,0,0,0,0,0,
4.251355, 16:44:51.638,0,0,0,0,0,0,0,0,0,
4.295504, 16:44:51.682,0,0,0,0,0,0,0,0,0,
4.32552, 16:44:51.713,0,0,0,0,0,0,0,0,0,
4.360333, 16:44:51.747,0,0,0,0,0,0,0,0,0,
4.393304, 16:44:51.778,0,0,0,0,0,0,0,0,0,
4.426627, 16:44:51.814,0,0,0,0,0,0,0,0,0,
4.458484, 16:44:51.845,0,0,0,0,0,0,0,0,0,
4.490113, 16:44:51.876,0,0,0,0,0,0,0,0,0,
4.523033, 16:44:51.910,0,0,0,0,0,0,0,0,0,
4.556407, 16:44:51.942,0,0,0,0,0,0,0,0,0,
4.589437, 16:44:51.976,0,0,0,0,0,0,0,0,0,
4.620527, 16:44:52.006,0,0,0,0,0,0,0,0,0,
4.652593, 16:44:52.038,0,0,0,0,0,0,0,0,0,
4.685271, 16:44:52.072,0,0,0,0,0,0,0,0,0,
4.724203, 16:44:52.112,0,0,0,0,0,0,0,0,0,
4.775872, 16:44:52.167,0,0,0,0,0,0,0,0,0,
4.826844, 16:44:52.216,0,0,0,0,0,0,0,0,0,
4.869925, 16:44:52.259,0,0,0,0,0,0,0,0,0,
4.905704, 16:44:52.292,0,0,0,0,0,0,0,0,0,
4.938026, 16:44:52.323,0,0,0,0,0,0,0,0,0,
4.970619, 16:44:52.358,0,0,0,0,0,0,0,0,0,
5.004601, 16:44:52.391,0,0,0,0,0,0,0,0,0,
5.048072, 16:44:52.436,0,0,0,0,0,0,0,0,0,
5.081415, 16:44:52.469,0,0,0,0,0,0,0,0,0,
5.114443, 16:44:52.501,0,0,0,0,0,0,0,0,0,
5.147433, 16:44:52.534,0,0,0,0,0,0,0,0,0,
5.195653, 16:44:52.583,0,0,0,0,0,0,0,0,0,
5.233803, 16:44:52.620,0,0,0,0,0,0,0,0,0,
5.27106, 16:44:52.659,0,0,0,0,0,0,0,0,0,
5.304739, 16:44:52.700,0,0,0,0,0,0,0,0,0,
5.347058, 16:44:52.735,0,0,0,0,0,0,0,0,0,
5.38175, 16:44:52.787,0,0,0,0,0,0,0,0,0,
5.432962, 16:44:52.819,0,0,0,0,0,0,0,0,0,
5.465378, 16:44:52.851,0,0,0,0,0,0,0,0,0,
5.500428, 16:44:52.887,0,0,0,0,0,0,0,0,0,
5.535284, 16:44:52.921,0,0,0,0,0,0,0,0,0,
5.566491, 16:44:52.954,0,0,0,0,0,0,0,0,0,
5.602163, 16:44:52.989,0,0,0,0,0,0,0,0,0,
5.64105, 16:44:53.028,0,0,0,0,0,0,0,0,0,
5.676692, 16:44:53.062,0,0,0,0,0,0,0,0,0,
5.713884, 16:44:53.101,0,0,0,0,0,0,0,0,0,
5.746683, 16:44:53.133,0,0,0,0,0,0,0,0,0,
5.780207, 16:44:53.168,0,0,0,0,0,0,0,0,0,
5.81267, 16:44:53.198,0,0,0,0,0,0,0,0,0,
5.845081, 16:44:53.231,0,0,0,0,0,0,0,0,0,
5.876691, 16:44:53.262,0,0,0,0,0,0,0,0,0,
5.91011, 16:44:53.298,0,0,0,0,0,0,0,0,0,
5.949646, 16:44:53.338,0,0,0,0,0,0,0,0,0,
5.993655, 16:44:53.383,0,0,0,0,0,0,0,0,0,
6.045046, 16:44:53.434,0,0,0,0,0,0,0,0,0,
6.082277, 16:44:53.471,0,0,0,0,0,0,0,0,0,
6.122824, 16:44:53.511,0,0,0,0,0,0,0,0,0,
6.15734, 16:44:53.544,0,0,0,0,0,0,0,0,0,
6.18864, 16:44:53.574,0,0,0,0,0,0,0,0,0,
6.22858, 16:44:53.616,0,0,0,0,0,0,0,0,0,
6.264714, 16:44:53.652,0,0,0,0,0,0,0,0,0,
6.299503, 16:44:53.685,0,0,0,0,0,0,0,0,0,
6.332849, 16:44:53.719,0,0,0,0,0,0,0,0,0,
6.365579, 16:44:53.752,0,0,0,0,0,0,0,0,0,
6.396473, 16:44:53.783,0,0,0,0,0,0,0,0,0,
6.428568, 16:44:53.815,0,0,0,0,0,0,0,0,0,
6.460543, 16:44:53.848,0,0,0,0,0,0,0,0,0,
6.492516, 16:44:53.878,0,0,0,0,0,0,0,0,0,
6.522417, 16:44:53.909,0,0,0,0,0,0,0,0,0,
6.557646, 16:44:53.943,0,0,0,0,0,0,0,0,0,
6.587977, 16:44:53.975,0,0,0,0,0,0,0,0,0,
6.621431, 16:44:54.007,0,0,0,0,0,0,0,0,0,
6.66886, 16:44:54.056,0,0,0,0,0,0,0,0,0,
6.69833, 16:44:54.085,0,0,0,0,0,0,0,0,0,
6.727959, 16:44:54.114,0,0,0,0,0,0,0,0,0,
6.768688, 16:44:54.155,0,0,0,0,0,0,0,0,0,
6.801008, 16:44:54.188,0,0,0,0,0,0,0,0,0,
6.8343, 16:44:54.219,0,0,0,0,0,0,0,0,0,
6.86547, 16:44:54.253,0,0,0,0,0,0,0,0,0,
6.898836, 16:44:54.284,0,0,0,0,0,0,0,0,0,
6.929671, 16:44:54.317,0,0,0,0,0,0,0,0,0,
6.965807, 16:44:54.354,0,0,0,0,0,0,0,0,0,
6.99934, 16:44:54.385,0,0,0,0,0,0,0,0,0,
7.03094, 16:44:54.417,0,0,0,0,0,0,0,0,0,
7.061396, 16:44:54.449,0,0,0,0,0,0,0,0,0,
7.094368, 16:44:54.480,0,0,0,0,0,0,0,0,0,
7.128508, 16:44:54.515,0,0,0,0,0,0,0,0,0,
7.165257, 16:44:54.553,0,0,0,0,0,0,0,0,0,
7.218535, 16:44:54.607,0,0,0,0,0,0,0,0,0,
7.260457, 16:44:54.649,0,0,0,0,0,0,0,0,0,
7.300482, 16:44:54.688,0,0,0,0,0,0,0,0,0,
7.334753, 16:44:54.721,0,0,0,0,0,0,0,0,0,
7.366065, 16:44:54.752,0,0,0,0,0,0,0,0,0,
7.403184, 16:44:54.790,0,0,0,0,0,0,0,0,0,
7.435645, 16:44:54.822,0,0,0,0,0,0,0,0,0,
7.467359, 16:44:54.854,0,0,0,0,0,0,0,0,0,
7.500899, 16:44:54.886,0,0,0,0,0,0,0,0,0,
7.532432, 16:44:54.918,0,0,0,0,0,0,0,0,0,
7.564344, 16:44:54.951,0,0,0,0,0,0,0,0,0,
7.597979, 16:44:54.983,0,0,0,0,0,0,0,0,0,
7.630938, 16:44:55.017,0,0,0,0,0,0,0,0,0,
7.663243, 16:44:55.050,0,0,0,0,0,0,0,0,0,
7.694925, 16:44:55.081,0,0,0,0,0,0,0,0,0,
7.727306, 16:44:55.114,0,0,0,0,0,0,0,0,0,
7.758965, 16:44:55.146,0,0,0,0,0,0,0,0,0,
7.790662, 16:44:55.178,0,0,0,0,0,0,0,0,0,
7.821968, 16:44:55.209,0,0,0,0,0,0,0,0,0,
7.856986, 16:44:55.243,0,0,0,0,0,0,0,0,0,
7.887265, 16:44:55.275,0,0,0,0,0,0,0,0,0,
7.921152, 16:44:55.307,0,0,0,0,0,0,0,0,0,
7.956214, 16:44:55.342,0,0,0,0,0,0,0,0,0,
7.988668, 16:44:55.375,0,0,0,0,0,0,0,0,0,
8.020235, 16:44:55.407,0,0,0,0,0,0,0,0,0,
8.054688, 16:44:55.441,0,0,0,0,0,0,0,0,0,
8.088278, 16:44:55.475,0,0,0,0,0,0,0,0,0,
8.123485, 16:44:55.510,0,0,0,0,0,0,0,0,0,
8.156232, 16:44:55.541,0,0,0,0,0,0,0,0,0,
8.187828, 16:44:55.575,0,0,0,0,0,0,0,0,0,
8.221622, 16:44:55.608,0,0,0,0,0,0,0,0,0,
8.254777, 16:44:55.640,0,0,0,0,0,0,0,0,0,
8.287925, 16:44:55.675,0,0,0,0,0,0,0,0,0,
8.321069, 16:44:55.710,0,0,0,0,0,0,0,0,0,
8.377148, 16:44:55.766,0,0,0,0,0,0,0,0,0,
8.431232, 16:44:55.821,0,0,0,0,0,0,0,0,0,
8.478517, 16:44:55.866,0,0,0,0,0,0,0,0,0,
8.517591, 16:44:55.903,0,0,0,0,0,0,0,0,0,
8.550388, 16:44:55.937,0,0,0,0,0,0,0,0,0,
8.583125, 16:44:55.969,0,0,0,0,0,0,0,0,0,
8.615808, 16:44:56.002,0,0,0,0,0,0,0,0,0,
8.656189, 16:44:56.043,0,0,0,0,0,0,0,0,0,
8.687499, 16:44:56.074,0,0,0,0,0,0,0,0,0,
8.722458, 16:44:56.109,0,0,0,0,0,0,0,0,0,
8.755668, 16:44:56.141,0,0,0,0,0,0,0,0,0,
8.788493, 16:44:56.176,0,0,0,0,0,0,0,0,0,
8.826227, 16:44:56.214,0,0,0,0,0,0,0,0,0,
8.863239, 16:44:56.250,0,0,0,0,0,0,0,0,0,
8.897168, 16:44:56.282,0,0,0,0,0,0,0,0,0,
8.940214, 16:44:56.328,0,0,0,0,0,0,0,0,0,
8.975677, 16:44:56.362,0,0,0,0,0,0,0,0,0,
9.013598, 16:44:56.402,0,0,0,0,0,0,0,0,0,
9.050899, 16:44:56.438,0,0,0,0,0,0,0,0,0,
9.084251, 16:44:56.471,0,0,0,0,0,0,0,0,0,
9.117843, 16:44:56.504,0,0,0,0,0,0,0,0,0,
9.165622, 16:44:56.554,0,0,0,0,0,0,0,0,0,
9.204099, 16:44:56.592,0,0,0,0,0,0,0,0,0,
9.24737, 16:44:56.634,0,0,0,0,0,0,0,0,0,
9.282426, 16:44:56.668,0,0,0,0,0,0,0,0,0,
9.317194, 16:44:56.704,0,0,0,0,0,0,0,0,0,
9.350704, 16:44:56.737,0,0,0,0,0,0,0,0,0,
9.387405, 16:44:56.774,0,0,0,0,0,0,0,0,0,
9.422392, 16:44:56.810,0,0,0,0,0,0,0,0,0,
9.458993, 16:44:56.846,0,0,0,0,0,0,0,0,0,
9.493913, 16:44:56.881,0,0,0,0,0,0,0,0,0,
9.55284, 16:44:56.942,0,0,0,0,0,0,0,0,0,
9.614697, 16:44:57.006,0,0,0,0,0,0,0,0,0,
9.658311, 16:44:57.046,0,0,0,0,0,0,0,0,0,
9.695529, 16:44:57.084,0,0,0,0,0,0,0,0,0,
9.734201, 16:44:57.120,0,0,0,0,0,0,0,0,0,
9.767392, 16:44:57.154,0,0,0,0,0,0,0,0,0,
9.803484, 16:44:57.189,0,0,0,0,0,0,0,0,0,
9.841797, 16:44:57.228,0,0,0,0,0,0,0,0,0,
